world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromParent	isLeaf	nodeValue	nodeEP	blackremains
E2Maps/cubicles	(0,0)	N6501	NA	p(0,0);	0	0.0	0	0	FALSE	0.0	16	23
E2Maps/cubicles	(2,0)	N1441	N6501	p(0,0);p(1,0);p(2,0);	1	3.0	2	2	FALSE	0.5217391	6	20
E2Maps/cubicles	(0,3)	N5931	N6501	p(0,0);p(0,1);p(0,2);p(0,3);	1	5.0	3	3	FALSE	1.3043479	15	18
E2Maps/cubicles	(3,0)	N3648	N1441	p(2,0);p(3,0);	2	4.0	1	3	FALSE	1.6521739	14	16
E2Maps/cubicles	(0,3)	N4617	N1441	p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);	2	5.0	5	7	FALSE	2.695652	15	15
E2Maps/cubicles	(3,3)	N7876	N5931	p(0,3);p(1,3);p(2,3);p(3,3);	2	4.0	3	6	FALSE	2.6086957	6	14
E2Maps/cubicles	(2,0)	N4149	N5931	p(0,3);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);	2	3.0	5	8	FALSE	2.6086957	6	15
E2Maps/cubicles	(3,3)	N9907	N3648	p(3,0);p(3,1);p(3,2);p(3,3);	3	4.0	3	6	FALSE	2.9565217	6	12
E2Maps/cubicles	(3,3)	N9644	N4617	p(0,3);p(1,3);p(2,3);p(3,3);	3	3.0	3	10	FALSE	4.173913	4	12
E2Maps/cubicles	(3,5)	N9254	N7876	p(3,3);p(3,4);p(3,5);	3	4.0	2	8	FALSE	4.2608695	6	10
E2Maps/cubicles	(3,1)	N829	N7876	p(3,3);p(3,2);p(3,1);	3	2.0	2	8	FALSE	3.3913045	2	12
E2Maps/cubicles	(3,0)	N5924	N4149	p(2,0);p(3,0);	3	3.0	1	9	FALSE	4.2608695	11	12
E2Maps/cubicles	(3,5)	N1957	N9907	p(3,3);p(3,4);p(3,5);	4	4.0	2	8	FALSE	4.6086955	6	8
E2Maps/cubicles	(3,5)	N5964	N9644	p(3,3);p(3,4);p(3,5);	4	4.0	2	12	FALSE	6.521739	6	8
E2Maps/cubicles	(4,5)	N2581	N9254	p(3,5);p(4,5);	4	4.0	1	9	FALSE	6.173913	8	6
E2Maps/cubicles	(1,5)	N6499	N9254	p(3,5);p(2,5);p(1,5);	4	2.0	2	10	FALSE	5.2608695	3	8
E2Maps/cubicles	(3,1)	N8281	N9254	p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	4	2.0	4	12	FALSE	5.391304	2	8
