world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromParent	isLeaf	nodeValue	nodeEP	blackremains
E2Maps/garden	(2,0)	N8882	N692	p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	4	2.0	5	12	FALSE	4.8076925	3	9
E2Maps/garden	(5,2)	N3191	N2044	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	5	3.0	5	15	FALSE	6.730769	6	5
E2Maps/garden	(5,4)	N3415	N532	p(5,2);p(5,3);p(5,4);	5	2.0	2	13	FALSE	6.5	3	5
E2Maps/garden	(7,2)	N2102	N532	p(5,2);p(6,2);p(7,2);	5	2.0	2	13	FALSE	6.5	3	5
E2Maps/garden	(2,0)	N6717	N532	p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	5	2.0	5	16	FALSE	6.730769	3	5
E2Maps/garden	(5,2)	N984	N3222	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	5	3.0	5	15	FALSE	7.038461	6	5
E2Maps/garden	(5,4)	N2968	N656	p(5,2);p(5,3);p(5,4);	5	2.0	2	13	FALSE	5.923077	3	7
E2Maps/garden	(7,2)	N9290	N656	p(5,2);p(6,2);p(7,2);	5	2.0	2	13	FALSE	5.923077	3	7
E2Maps/garden	(2,4)	N3051	N656	p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	5	4.0	5	16	FALSE	7.5	6	5
E2Maps/garden	(7,2)	N3905	N5677	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	5	2.0	4	13	FALSE	5.692308	3	7
E2Maps/garden	(2,4)	N9947	N5677	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	5	4.0	7	16	FALSE	7.269231	6	5
E2Maps/garden	(2,0)	N9807	N5677	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	5	2.0	7	16	FALSE	5.923077	3	7
E2Maps/garden	(7,0)	N9896	N4651	p(7,2);p(7,1);p(7,0);	5	1.0	2	11	FALSE	5.0384617	1	8
E2Maps/garden	(5,4)	N1932	N4651	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	5	2.0	4	13	FALSE	5.692308	3	7
E2Maps/garden	(2,4)	N4948	N4651	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	5	4.0	7	16	FALSE	7.269231	6	5
E2Maps/garden	(2,0)	N1067	N4651	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	5	2.0	7	16	FALSE	5.923077	3	7
E2Maps/garden	(2,0)	N5503	N9715	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	5	2.0	4	16	FALSE	7.192308	3	5
E2Maps/garden	(5,4)	N5572	N9715	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	5	2.0	7	19	FALSE	7.4230776	3	5
E2Maps/garden	(7,2)	N991	N9715	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	5	2.0	7	19	FALSE	7.4230776	3	5
E2Maps/garden	(2,4)	N3879	N8882	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	5	4.0	4	16	FALSE	7.5	6	5
E2Maps/garden	(5,4)	N1545	N8882	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	5	2.0	7	19	FALSE	6.384616	3	7
E2Maps/garden	(7,2)	N4697	N8882	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	5	2.0	7	19	FALSE	6.384616	3	7
E2Maps/garden	(5,4)	N252	N3191	p(5,2);p(5,3);p(5,4);	6	2.0	2	17	FALSE	8.153846	3	3
E2Maps/garden	(7,2)	N4173	N3191	p(5,2);p(6,2);p(7,2);	6	2.0	2	17	FALSE	8.153846	3	3
E2Maps/garden	(7,2)	N88	N3415	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	6	2.0	4	17	FALSE	7.9230766	3	3
E2Maps/garden	(2,0)	N7077	N3415	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	6	2.0	7	20	FALSE	8.153846	3	3
E2Maps/garden	(7,0)	N1090	N2102	p(7,2);p(7,1);p(7,0);	6	1.0	2	15	FALSE	7.1153846	1	4
E2Maps/garden	(5,4)	N685	N2102	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	6	2.0	4	17	FALSE	7.9230766	3	3
E2Maps/garden	(2,0)	N733	N2102	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	6	2.0	7	20	FALSE	8.153846	3	3
E2Maps/garden	(5,4)	N3705	N6717	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	6	2.0	7	23	FALSE	8.615385	3	3
E2Maps/garden	(7,2)	N2499	N6717	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	6	2.0	7	23	FALSE	8.615385	3	3
E2Maps/garden	(5,4)	N6262	N984	p(5,2);p(5,3);p(5,4);	6	2.0	2	17	FALSE	8.461538	3	3
E2Maps/garden	(7,2)	N1907	N984	p(5,2);p(6,2);p(7,2);	6	2.0	2	17	FALSE	8.461538	3	3
E2Maps/garden	(7,2)	N4485	N2968	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	6	2.0	4	17	FALSE	7.346154	3	5
E2Maps/garden	(2,4)	N3302	N2968	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	6	4.0	7	20	FALSE	9.230769	6	3
E2Maps/garden	(7,0)	N3039	N9290	p(7,2);p(7,1);p(7,0);	6	1.0	2	15	FALSE	6.5384617	1	6
E2Maps/garden	(5,4)	N7905	N9290	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	6	2.0	4	17	FALSE	7.346154	3	5
E2Maps/garden	(2,4)	N3009	N9290	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	6	4.0	7	20	FALSE	9.230769	6	3
E2Maps/garden	(5,4)	N2186	N3051	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	6	2.0	7	23	FALSE	9.384615	3	3
E2Maps/garden	(7,2)	N6979	N3051	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	6	2.0	7	23	FALSE	9.384615	3	3
E2Maps/garden	(7,0)	N1722	N3905	p(7,2);p(7,1);p(7,0);	6	1.0	2	15	FALSE	6.3076925	1	6
E2Maps/garden	(2,4)	N608	N3905	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	6	4.0	7	20	FALSE	9.0	6	3
E2Maps/garden	(2,0)	N4699	N3905	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	6	2.0	7	20	FALSE	7.346154	3	5
E2Maps/garden	(2,0)	N8134	N9947	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	6	2.0	4	20	FALSE	8.923077	3	3
E2Maps/garden	(7,2)	N1643	N9947	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	6	2.0	7	23	FALSE	9.153847	3	3
E2Maps/garden	(2,4)	N6943	N9807	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	6	4.0	4	20	FALSE	9.230769	6	3
E2Maps/garden	(7,2)	N2237	N9807	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	6	2.0	7	23	FALSE	7.8076925	3	5
E2Maps/garden	(5,4)	N5435	N9896	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	6	2.0	6	17	FALSE	6.4615383	3	6
E2Maps/garden	(2,4)	N4354	N9896	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	6	4.0	9	20	FALSE	8.346154	6	4
E2Maps/garden	(2,0)	N7089	N9896	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	6	2.0	9	20	FALSE	6.692308	3	6
E2Maps/garden	(7,0)	N3343	N1932	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	6	1.0	6	19	FALSE	6.461539	1	6
E2Maps/garden	(2,4)	N4034	N1932	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	6	4.0	7	20	FALSE	9.0	6	3
E2Maps/garden	(2,0)	N9529	N1932	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	6	2.0	7	20	FALSE	7.346154	3	5
E2Maps/garden	(2,0)	N9321	N4948	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	6	2.0	4	20	FALSE	8.923077	3	3
E2Maps/garden	(5,4)	N6606	N4948	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	6	2.0	7	23	FALSE	9.153847	3	3
E2Maps/garden	(7,0)	N5241	N4948	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	6	1.0	9	25	FALSE	8.269231	1	4
E2Maps/garden	(2,4)	N4100	N1067	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	6	4.0	4	20	FALSE	9.230769	6	3
E2Maps/garden	(5,4)	N5963	N1067	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	6	2.0	7	23	FALSE	7.8076925	3	5
E2Maps/garden	(7,0)	N4540	N1067	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	6	1.0	9	25	FALSE	6.923077	1	6
E2Maps/garden	(5,4)	N2483	N5503	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	6	2.0	7	23	FALSE	9.076923	3	3
E2Maps/garden	(7,2)	N2842	N5503	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	6	2.0	7	23	FALSE	9.076923	3	3
E2Maps/garden	(7,2)	N1695	N5572	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	6	2.0	4	23	FALSE	9.3076935	3	3
E2Maps/garden	(2,0)	N1881	N5572	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	6	2.0	7	26	FALSE	9.538462	3	3
E2Maps/garden	(7,0)	N6746	N991	p(7,2);p(7,1);p(7,0);	6	1.0	2	21	FALSE	8.269232	1	4
E2Maps/garden	(5,4)	N8139	N991	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	6	2.0	4	23	FALSE	9.3076935	3	3
E2Maps/garden	(2,0)	N2200	N991	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	6	2.0	7	26	FALSE	9.538462	3	3
E2Maps/garden	(5,4)	N9440	N3879	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	6	2.0	7	23	FALSE	9.384615	3	3
E2Maps/garden	(7,2)	N1882	N3879	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	6	2.0	7	23	FALSE	9.384615	3	3
E2Maps/garden	(7,2)	N9554	N1545	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	6	2.0	4	23	FALSE	8.269232	3	5
E2Maps/garden	(2,4)	N3963	N1545	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	6	4.0	7	26	FALSE	10.615385	6	3
E2Maps/garden	(7,0)	N7692	N4697	p(7,2);p(7,1);p(7,0);	6	1.0	2	21	FALSE	7.2307696	1	6
E2Maps/garden	(5,4)	N6794	N4697	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	6	2.0	4	23	FALSE	8.269232	3	5
E2Maps/garden	(2,4)	N8735	N4697	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	6	4.0	7	26	FALSE	10.615385	6	3
E2Maps/garden	(7,2)	N2742	N252	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	7	2.0	4	21	FALSE	9.884615	3	1
E2Maps/garden	(7,0)	N268	N4173	p(7,2);p(7,1);p(7,0);	7	1.0	2	19	FALSE	8.923077	1	2
E2Maps/garden	(5,4)	N4661	N4173	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	4	21	FALSE	9.884615	3	1
E2Maps/garden	(7,0)	N6427	N88	p(7,2);p(7,1);p(7,0);	7	1.0	2	19	FALSE	8.692307	1	2
E2Maps/garden	(2,0)	N5028	N88	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	7	24	FALSE	9.884615	3	1
E2Maps/garden	(7,2)	N5017	N7077	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	7	2.0	7	27	FALSE	10.346153	3	1
E2Maps/garden	(5,4)	N721	N1090	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	6	21	FALSE	8.846154	3	2
E2Maps/garden	(2,0)	N9597	N1090	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	9	24	FALSE	9.076923	3	2
E2Maps/garden	(7,0)	N3943	N685	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	6	23	FALSE	8.846153	1	2
E2Maps/garden	(2,0)	N8630	N685	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	7	24	FALSE	9.884615	3	1
E2Maps/garden	(5,4)	N5769	N733	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	27	FALSE	10.346153	3	1
E2Maps/garden	(7,0)	N6795	N733	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	9.307692	1	2
E2Maps/garden	(7,2)	N7856	N3705	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	7	2.0	4	27	FALSE	10.807693	3	1
E2Maps/garden	(7,0)	N8690	N2499	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	9.615385	1	2
E2Maps/garden	(5,4)	N5595	N2499	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	4	27	FALSE	10.807693	3	1
E2Maps/garden	(7,2)	N6952	N6262	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	7	2.0	4	21	FALSE	10.192307	3	1
E2Maps/garden	(7,0)	N2526	N1907	p(7,2);p(7,1);p(7,0);	7	1.0	2	19	FALSE	9.230769	1	2
E2Maps/garden	(5,4)	N8432	N1907	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	4	21	FALSE	10.192307	3	1
E2Maps/garden	(7,0)	N1287	N4485	p(7,2);p(7,1);p(7,0);	7	1.0	2	19	FALSE	8.115385	1	4
E2Maps/garden	(2,4)	N7417	N4485	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	7	24	FALSE	11.269231	6	1
E2Maps/garden	(7,2)	N8817	N3302	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	7	2.0	7	27	FALSE	11.423077	3	1
E2Maps/garden	(5,4)	N160	N3039	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	6	21	FALSE	8.269231	3	4
E2Maps/garden	(2,4)	N9035	N3039	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	9	24	FALSE	10.461538	6	2
E2Maps/garden	(7,0)	N4038	N7905	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	6	23	FALSE	8.269231	1	4
E2Maps/garden	(2,4)	N2665	N7905	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	7	24	FALSE	11.269231	6	1
E2Maps/garden	(5,4)	N7895	N3009	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	27	FALSE	11.423077	3	1
E2Maps/garden	(7,0)	N2748	N3009	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	10.384615	1	2
E2Maps/garden	(7,2)	N9623	N2186	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	7	2.0	4	27	FALSE	11.576922	3	1
E2Maps/garden	(7,0)	N5104	N6979	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	10.384615	1	2
E2Maps/garden	(5,4)	N1928	N6979	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	4	27	FALSE	11.576922	3	1
E2Maps/garden	(2,4)	N3375	N1722	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	9	24	FALSE	10.230769	6	2
E2Maps/garden	(2,0)	N296	N1722	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	9	24	FALSE	8.269231	3	4
E2Maps/garden	(2,0)	N8158	N608	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	7	2.0	4	24	FALSE	10.961538	3	1
E2Maps/garden	(7,0)	N8577	N608	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	10.153846	1	2
E2Maps/garden	(2,4)	N9358	N4699	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	7	4.0	4	24	FALSE	11.269231	6	1
E2Maps/garden	(7,0)	N7695	N4699	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	8.5	1	4
E2Maps/garden	(7,2)	N2602	N8134	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	7	2.0	7	27	FALSE	11.115384	3	1
E2Maps/garden	(7,0)	N3200	N1643	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	10.153847	1	2
E2Maps/garden	(2,0)	N2362	N1643	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	7	30	FALSE	11.576923	3	1
E2Maps/garden	(7,2)	N9356	N6943	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	7	2.0	7	27	FALSE	11.423077	3	1
E2Maps/garden	(7,0)	N5845	N2237	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	8.807693	1	4
E2Maps/garden	(2,4)	N9618	N2237	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	7	30	FALSE	12.653847	6	1
E2Maps/garden	(2,4)	N6051	N5435	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	7	24	FALSE	10.384615	6	2
E2Maps/garden	(2,0)	N9572	N5435	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	7	24	FALSE	8.423077	3	4
E2Maps/garden	(2,0)	N1661	N4354	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	7	2.0	4	24	FALSE	10.307693	3	2
E2Maps/garden	(5,4)	N1490	N4354	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	27	FALSE	10.538462	3	2
E2Maps/garden	(2,4)	N2274	N7089	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	7	4.0	4	24	FALSE	10.615385	6	2
E2Maps/garden	(5,4)	N577	N7089	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	27	FALSE	8.884616	3	4
E2Maps/garden	(2,4)	N6840	N3343	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	9	28	FALSE	11.0	6	2
E2Maps/garden	(2,0)	N3493	N3343	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	9	28	FALSE	8.73077	3	4
E2Maps/garden	(2,0)	N9565	N4034	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	7	2.0	4	24	FALSE	10.961538	3	1
E2Maps/garden	(7,0)	N692	N4034	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	10.153846	1	2
E2Maps/garden	(2,4)	N2059	N9529	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	7	4.0	4	24	FALSE	11.269231	6	1
E2Maps/garden	(7,0)	N9303	N9529	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	8.5	1	4
E2Maps/garden	(5,4)	N5076	N9321	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	27	FALSE	11.115384	3	1
E2Maps/garden	(7,0)	N9099	N9321	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	10.076922	1	2
E2Maps/garden	(7,0)	N3951	N6606	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	6	29	FALSE	10.307693	1	2
E2Maps/garden	(2,0)	N2033	N6606	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	7	30	FALSE	11.576923	3	1
E2Maps/garden	(5,4)	N4282	N5241	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	6	31	FALSE	10.769231	3	2
E2Maps/garden	(2,0)	N7875	N5241	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	9	34	FALSE	11.0	3	2
E2Maps/garden	(5,4)	N5704	N4100	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	27	FALSE	11.423077	3	1
E2Maps/garden	(7,0)	N1781	N4100	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	29	FALSE	10.384615	1	2
E2Maps/garden	(7,0)	N189	N5963	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	6	29	FALSE	8.961538	1	4
E2Maps/garden	(2,4)	N8097	N5963	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	7	30	FALSE	12.653847	6	1
E2Maps/garden	(5,4)	N1766	N4540	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	6	31	FALSE	9.423077	3	4
E2Maps/garden	(2,4)	N5905	N4540	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	9	34	FALSE	12.384615	6	2
E2Maps/garden	(7,2)	N7014	N2483	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	7	2.0	4	27	FALSE	11.269231	3	1
E2Maps/garden	(7,0)	N9707	N2842	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	10.076923	1	2
E2Maps/garden	(5,4)	N4201	N2842	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	4	27	FALSE	11.269231	3	1
E2Maps/garden	(7,0)	N6653	N1695	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	10.3076935	1	2
E2Maps/garden	(2,0)	N8583	N1695	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	7	30	FALSE	11.73077	3	1
E2Maps/garden	(7,2)	N9585	N1881	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	7	2.0	7	33	FALSE	12.192308	3	1
E2Maps/garden	(5,4)	N6473	N6746	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	6	27	FALSE	10.461539	3	2
E2Maps/garden	(2,0)	N839	N6746	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	9	30	FALSE	10.692308	3	2
