world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromParent	isLeaf	nodeValue	nodeEP	blackremains
E2Maps/garden	(7,0)	N1229	N8139	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	6	29	FALSE	10.461539	1	2
E2Maps/garden	(2,0)	N9571	N8139	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	7	2.0	7	30	FALSE	11.73077	3	1
E2Maps/garden	(5,4)	N427	N2200	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	33	FALSE	12.192308	3	1
E2Maps/garden	(7,0)	N7587	N2200	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	35	FALSE	10.923077	1	2
E2Maps/garden	(7,2)	N6434	N9440	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	7	2.0	4	27	FALSE	11.576922	3	1
E2Maps/garden	(7,0)	N6778	N1882	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	10.384615	1	2
E2Maps/garden	(5,4)	N804	N1882	p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	4	27	FALSE	11.576922	3	1
E2Maps/garden	(7,0)	N326	N9554	p(7,2);p(7,1);p(7,0);	7	1.0	2	25	FALSE	9.269232	1	4
E2Maps/garden	(2,4)	N3714	N9554	p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	7	30	FALSE	13.115385	6	1
E2Maps/garden	(7,2)	N5897	N3963	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	7	2.0	7	33	FALSE	13.269232	3	1
E2Maps/garden	(5,4)	N4877	N7692	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	7	2.0	6	27	FALSE	9.423078	3	4
E2Maps/garden	(2,4)	N2460	N7692	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	9	30	FALSE	12.076923	6	2
E2Maps/garden	(7,0)	N2627	N6794	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	6	29	FALSE	9.423078	1	4
E2Maps/garden	(2,4)	N1134	N6794	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	7	4.0	7	30	FALSE	13.115385	6	1
E2Maps/garden	(5,4)	N9721	N8735	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	7	2.0	7	33	FALSE	13.269232	3	1
E2Maps/garden	(7,0)	N6584	N8735	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	7	1.0	9	35	FALSE	12.0	1	2
E2Maps/garden	(7,0)	N8818	N2742	p(7,2);p(7,1);p(7,0);	8	1.0	2	23	TRUE	10.807692	1	0
E2Maps/garden	(5,4)	N1528	N268	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	25	TRUE	10.961538	3	0
E2Maps/garden	(7,0)	N6102	N4661	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	27	TRUE	10.961538	1	0
E2Maps/garden	(2,0)	N6097	N6427	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	28	TRUE	10.961538	3	0
E2Maps/garden	(7,0)	N9729	N5028	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	11.192307	1	0
E2Maps/garden	(7,0)	N8438	N5017	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	11.499999	1	0
E2Maps/garden	(2,0)	N364	N721	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	7	28	TRUE	11.115385	3	0
E2Maps/garden	(5,4)	N6189	N9597	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	31	TRUE	11.576923	3	0
E2Maps/garden	(2,0)	N8390	N3943	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	32	TRUE	11.423077	3	0
E2Maps/garden	(7,0)	N8572	N8630	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	11.192307	1	0
E2Maps/garden	(7,0)	N2841	N5769	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	11.653846	1	0
E2Maps/garden	(5,4)	N6126	N6795	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	35	TRUE	12.115384	3	0
E2Maps/garden	(7,0)	N939	N7856	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	11.961538	1	0
E2Maps/garden	(5,4)	N5753	N8690	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	31	TRUE	12.115385	3	0
E2Maps/garden	(7,0)	N1453	N5595	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	12.115385	1	0
E2Maps/garden	(7,0)	N6697	N6952	p(7,2);p(7,1);p(7,0);	8	1.0	2	23	TRUE	11.115384	1	0
E2Maps/garden	(5,4)	N5981	N2526	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	25	TRUE	11.269231	3	0
E2Maps/garden	(7,0)	N4791	N8432	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	27	TRUE	11.269231	1	0
E2Maps/garden	(2,4)	N6799	N1287	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	28	TRUE	12.653847	6	0
E2Maps/garden	(7,0)	N7967	N7417	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	12.576923	1	0
E2Maps/garden	(7,0)	N3412	N8817	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	12.576922	1	0
E2Maps/garden	(2,4)	N5751	N160	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	7	28	TRUE	12.807693	6	0
E2Maps/garden	(5,4)	N3705	N9035	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	31	TRUE	12.961538	3	0
E2Maps/garden	(2,4)	N4489	N4038	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	32	TRUE	13.423077	6	0
E2Maps/garden	(7,0)	N1179	N2665	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	12.576923	1	0
E2Maps/garden	(7,0)	N9066	N7895	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	12.730769	1	0
E2Maps/garden	(5,4)	N8326	N2748	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	35	TRUE	13.192307	3	0
E2Maps/garden	(7,0)	N7153	N9623	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	12.730768	1	0
E2Maps/garden	(5,4)	N8199	N5104	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	31	TRUE	12.884615	3	0
E2Maps/garden	(7,0)	N5118	N1928	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	12.884615	1	0
E2Maps/garden	(2,0)	N2282	N3375	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	8	2.0	4	28	TRUE	12.5	3	0
E2Maps/garden	(2,4)	N1956	N296	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	8	4.0	4	28	TRUE	12.807693	6	0
E2Maps/garden	(7,0)	N5138	N8158	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	12.269231	1	0
E2Maps/garden	(2,0)	N2633	N8577	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	38	TRUE	13.192307	3	0
E2Maps/garden	(7,0)	N4008	N9358	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	12.576923	1	0
E2Maps/garden	(2,4)	N2581	N7695	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	38	TRUE	14.576923	6	0
E2Maps/garden	(7,0)	N7767	N2602	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	12.26923	1	0
E2Maps/garden	(2,0)	N5300	N3200	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	34	TRUE	12.884616	3	0
E2Maps/garden	(7,0)	N7046	N2362	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	13.115385	1	0
E2Maps/garden	(7,0)	N2737	N9356	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	12.576922	1	0
E2Maps/garden	(2,4)	N9005	N5845	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	34	TRUE	14.269231	6	0
E2Maps/garden	(7,0)	N7021	N9618	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	14.192308	1	0
E2Maps/garden	(2,0)	N5077	N6051	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	8	2.0	4	28	TRUE	12.653846	3	0
E2Maps/garden	(2,4)	N6251	N9572	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	8	4.0	4	28	TRUE	12.961538	6	0
E2Maps/garden	(5,4)	N8020	N1661	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	31	TRUE	12.807693	3	0
E2Maps/garden	(2,0)	N3121	N1490	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	7	34	TRUE	13.269231	3	0
E2Maps/garden	(5,4)	N4096	N2274	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	31	TRUE	13.115385	3	0
E2Maps/garden	(2,4)	N6901	N577	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	7	34	TRUE	14.346154	6	0
E2Maps/garden	(2,0)	N600	N6840	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	8	2.0	4	32	TRUE	13.576923	3	0
E2Maps/garden	(2,4)	N2877	N3493	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	8	4.0	4	32	TRUE	13.884617	6	0
E2Maps/garden	(7,0)	N6039	N9565	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	12.269231	1	0
E2Maps/garden	(2,0)	N9643	N692	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	38	TRUE	13.192307	3	0
E2Maps/garden	(7,0)	N885	N2059	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	33	TRUE	12.576923	1	0
E2Maps/garden	(2,4)	N6855	N9303	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	38	TRUE	14.576923	6	0
E2Maps/garden	(7,0)	N3350	N5076	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	12.423077	1	0
E2Maps/garden	(5,4)	N6590	N9099	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	35	TRUE	12.884615	3	0
E2Maps/garden	(2,0)	N9378	N3951	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	38	TRUE	13.346154	3	0
E2Maps/garden	(7,0)	N5513	N2033	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	13.115385	1	0
E2Maps/garden	(2,0)	N2009	N4282	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	7	38	TRUE	13.807693	3	0
E2Maps/garden	(5,4)	N474	N7875	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	41	TRUE	14.269231	3	0
E2Maps/garden	(7,0)	N8546	N5704	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	12.730769	1	0
E2Maps/garden	(5,4)	N6450	N1781	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	35	TRUE	13.192307	3	0
E2Maps/garden	(2,4)	N6241	N189	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	38	TRUE	15.038462	6	0
E2Maps/garden	(7,0)	N4863	N8097	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	14.192308	1	0
E2Maps/garden	(2,4)	N1781	N1766	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	7	38	TRUE	15.5	6	0
E2Maps/garden	(5,4)	N3214	N5905	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	41	TRUE	15.653846	3	0
E2Maps/garden	(7,0)	N5758	N7014	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	12.423077	1	0
E2Maps/garden	(5,4)	N2487	N9707	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	31	TRUE	12.576923	3	0
E2Maps/garden	(7,0)	N4965	N4201	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	12.576923	1	0
E2Maps/garden	(2,0)	N9142	N6653	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	34	TRUE	13.038463	3	0
E2Maps/garden	(7,0)	N8756	N8583	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	13.269232	1	0
E2Maps/garden	(7,0)	N7512	N9585	p(7,2);p(7,1);p(7,0);	8	1.0	2	35	TRUE	13.576923	1	0
E2Maps/garden	(2,0)	N9106	N6473	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	7	34	TRUE	13.192308	3	0
E2Maps/garden	(5,4)	N7836	N839	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	37	TRUE	13.653847	3	0
E2Maps/garden	(2,0)	N7086	N1229	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2.0	9	38	TRUE	13.500001	3	0
E2Maps/garden	(7,0)	N9567	N9571	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	13.269232	1	0
E2Maps/garden	(7,0)	N7381	N427	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	39	TRUE	13.73077	1	0
E2Maps/garden	(5,4)	N1876	N7587	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	41	TRUE	14.192307	3	0
E2Maps/garden	(7,0)	N3172	N6434	p(7,2);p(7,1);p(7,0);	8	1.0	2	29	TRUE	12.730768	1	0
E2Maps/garden	(5,4)	N6721	N6778	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	31	TRUE	12.884615	3	0
E2Maps/garden	(7,0)	N568	N804	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	33	TRUE	12.884615	1	0
E2Maps/garden	(2,4)	N137	N326	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	34	TRUE	14.73077	6	0
E2Maps/garden	(7,0)	N2431	N3714	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	14.653847	1	0
E2Maps/garden	(7,0)	N3371	N5897	p(7,2);p(7,1);p(7,0);	8	1.0	2	35	TRUE	14.653847	1	0
E2Maps/garden	(2,4)	N1268	N4877	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	7	34	TRUE	14.884616	6	0
E2Maps/garden	(5,4)	N2702	N2460	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2.0	7	37	TRUE	15.038462	3	0
E2Maps/garden	(2,4)	N243	N2627	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4.0	9	38	TRUE	15.5	6	0
E2Maps/garden	(7,0)	N6459	N1134	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	9	39	TRUE	14.653847	1	0
E2Maps/garden	(7,0)	N2020	N9721	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1.0	6	39	TRUE	14.8076935	1	0
E2Maps/garden	(5,4)	N9631	N6584	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2.0	6	41	TRUE	15.269231	3	0
