world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromParent	isLeaf	nodeValue	nodeEP	blackremains
E2Maps/museum	(4,0)	N7756	N4585	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	6	2.0	6	16	FALSE	6.4615383	3	6
E2Maps/museum	(2,4)	N7020	N4585	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);	6	4.0	10	20	FALSE	8.5	8	4
E2Maps/museum	(6,4)	N3589	N2372	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	6	2.0	6	18	FALSE	6.769231	3	6
E2Maps/museum	(2,4)	N1561	N2372	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);	6	4.0	6	18	FALSE	8.346154	8	4
E2Maps/museum	(0,4)	N9700	N3964	p(2,4);p(1,4);p(0,4);	6	2.0	2	18	FALSE	8.5	3	4
E2Maps/museum	(4,0)	N4418	N3964	p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	6	2.0	6	22	FALSE	8.807693	3	4
E2Maps/museum	(6,4)	N956	N3964	p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	6	2.0	10	26	FALSE	9.115385	3	4
E2Maps/museum	(4,0)	N5652	N9548	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	6	2.0	8	20	FALSE	7.2307696	3	6
E2Maps/museum	(4,4)	N1677	N9548	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);	6	4.0	10	22	FALSE	9.269231	8	4
E2Maps/museum	(4,4)	N1531	N8513	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);	6	4.0	4	20	FALSE	9.269231	8	4
E2Maps/museum	(0,4)	N208	N8513	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	6	2.0	8	24	FALSE	7.8461537	3	6
E2Maps/museum	(6,4)	N1540	N2552	p(4,4);p(5,4);p(6,4);	6	2.0	2	20	FALSE	9.269231	3	4
E2Maps/museum	(4,0)	N9464	N2552	p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	6	2.0	4	22	FALSE	9.423078	3	4
E2Maps/museum	(0,4)	N6484	N2552	p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	6	2.0	10	28	FALSE	9.884616	3	4
E2Maps/museum	(4,0)	N5811	N6726	p(4,1);p(4,0);	6	2.0	1	16	FALSE	7.923077	3	6
E2Maps/museum	(4,4)	N7734	N6726	p(4,1);p(4,2);p(4,3);p(4,4);	6	4.0	3	18	FALSE	9.653847	8	4
E2Maps/museum	(4,4)	N6052	N4337	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);	6	4.0	4	16	FALSE	8.884616	8	4
E2Maps/museum	(0,4)	N1478	N4337	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	6	2.0	8	20	FALSE	7.7692313	3	6
E2Maps/museum	(6,4)	N8662	N5677	p(4,4);p(5,4);p(6,4);	6	2.0	2	16	FALSE	8.884616	3	4
E2Maps/museum	(4,0)	N9684	N5677	p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	6	2.0	4	18	FALSE	9.038462	3	4
E2Maps/museum	(0,4)	N6964	N5677	p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	6	2.0	10	24	FALSE	9.5	3	4
E2Maps/museum	(4,0)	N7083	N5723	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	6	2.0	8	26	FALSE	8.692308	3	6
E2Maps/museum	(4,4)	N8770	N5723	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);	6	4.0	10	28	FALSE	11.192308	8	4
E2Maps/museum	(2,4)	N6551	N7017	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);	7	4.0	10	22	FALSE	9.846154	8	2
E2Maps/museum	(0,4)	N2640	N5958	p(2,4);p(1,4);p(0,4);	7	2.0	2	20	FALSE	9.846153	3	2
E2Maps/museum	(6,4)	N1411	N5958	p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	10	28	FALSE	10.461538	3	2
E2Maps/museum	(4,4)	N1828	N6982	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);	7	4.0	10	24	FALSE	10.615385	8	2
E2Maps/museum	(6,4)	N3314	N6684	p(4,4);p(5,4);p(6,4);	7	2.0	2	22	FALSE	10.615385	3	2
E2Maps/museum	(0,4)	N3997	N6684	p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	10	30	FALSE	11.230769	3	2
E2Maps/museum	(2,4)	N4188	N7756	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);	7	4.0	6	22	FALSE	10.153846	8	2
E2Maps/museum	(0,4)	N8405	N7020	p(2,4);p(1,4);p(0,4);	7	2.0	2	22	FALSE	10.307693	3	2
E2Maps/museum	(4,0)	N6623	N7020	p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	7	2.0	6	26	FALSE	10.615385	3	2
E2Maps/museum	(2,4)	N463	N3589	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);	7	4.0	10	28	FALSE	11.384615	8	2
E2Maps/museum	(0,4)	N3165	N1561	p(2,4);p(1,4);p(0,4);	7	2.0	2	20	FALSE	10.0	3	2
E2Maps/museum	(6,4)	N6314	N1561	p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	10	28	FALSE	10.615385	3	2
E2Maps/museum	(4,0)	N8187	N9700	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	7	2.0	8	26	FALSE	10.615385	3	2
E2Maps/museum	(6,4)	N7834	N9700	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	12	30	FALSE	10.923077	3	2
E2Maps/museum	(6,4)	N5605	N4418	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	6	28	FALSE	11.076923	3	2
E2Maps/museum	(0,4)	N6000	N4418	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	8	30	FALSE	11.230769	3	2
E2Maps/museum	(4,0)	N4963	N956	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	7	2.0	6	32	FALSE	11.692308	3	2
E2Maps/museum	(0,4)	N2914	N956	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	12	38	FALSE	12.153847	3	2
E2Maps/museum	(4,4)	N2876	N5652	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);	7	4.0	4	24	FALSE	11.23077	8	2
E2Maps/museum	(6,4)	N7740	N1677	p(4,4);p(5,4);p(6,4);	7	2.0	2	24	FALSE	11.230769	3	2
E2Maps/museum	(4,0)	N4441	N1677	p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	7	2.0	4	26	FALSE	11.384615	3	2
E2Maps/museum	(6,4)	N8405	N1531	p(4,4);p(5,4);p(6,4);	7	2.0	2	22	FALSE	11.076923	3	2
E2Maps/museum	(0,4)	N7010	N1531	p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	10	30	FALSE	11.692307	3	2
E2Maps/museum	(4,4)	N4538	N208	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);	7	4.0	10	34	FALSE	13.384615	8	2
E2Maps/museum	(4,0)	N35	N1540	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	7	2.0	6	26	FALSE	11.384615	3	2
E2Maps/museum	(0,4)	N6439	N1540	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	12	32	FALSE	11.846154	3	2
E2Maps/museum	(6,4)	N1900	N9464	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	6	28	FALSE	11.692308	3	2
E2Maps/museum	(0,4)	N7947	N9464	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	8	30	FALSE	11.846154	3	2
E2Maps/museum	(4,0)	N3377	N6484	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	7	2.0	8	36	FALSE	12.769232	3	2
E2Maps/museum	(6,4)	N9891	N6484	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	12	40	FALSE	13.076923	3	2
E2Maps/museum	(4,4)	N1583	N5811	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);	7	4.0	4	20	FALSE	11.307693	8	2
E2Maps/museum	(6,4)	N3278	N7734	p(4,4);p(5,4);p(6,4);	7	2.0	2	20	FALSE	11.307693	3	2
E2Maps/museum	(4,0)	N8411	N7734	p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	7	2.0	4	22	FALSE	11.461539	3	2
E2Maps/museum	(6,4)	N4191	N6052	p(4,4);p(5,4);p(6,4);	7	2.0	2	18	FALSE	10.384616	3	2
E2Maps/museum	(0,4)	N7267	N6052	p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	10	26	FALSE	11.0	3	2
E2Maps/museum	(4,4)	N2983	N1478	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);	7	4.0	10	30	FALSE	12.692308	8	2
E2Maps/museum	(4,0)	N9028	N8662	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	7	2.0	6	22	FALSE	10.692308	3	2
E2Maps/museum	(0,4)	N3323	N8662	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	12	28	FALSE	11.153847	3	2
E2Maps/museum	(6,4)	N7860	N9684	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	6	24	FALSE	11.0	3	2
E2Maps/museum	(0,4)	N7622	N9684	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	7	2.0	8	26	FALSE	11.153847	3	2
E2Maps/museum	(4,0)	N1431	N6964	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	7	2.0	8	32	FALSE	12.076923	3	2
E2Maps/museum	(6,4)	N6216	N6964	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	7	2.0	12	36	FALSE	12.384615	3	2
E2Maps/museum	(4,4)	N8308	N7083	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);	7	4.0	4	30	FALSE	13.615385	8	2
E2Maps/museum	(6,4)	N4646	N8770	p(4,4);p(5,4);p(6,4);	7	2.0	2	30	FALSE	13.615385	3	2
E2Maps/museum	(4,0)	N954	N8770	p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	7	2.0	4	32	FALSE	13.769232	3	2
E2Maps/museum	(0,4)	N8709	N6551	p(2,4);p(1,4);p(0,4);	8	2.0	2	24	TRUE	11.807693	3	0
E2Maps/museum	(6,4)	N3934	N2640	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	32	TRUE	12.423077	3	0
E2Maps/museum	(0,4)	N2393	N1411	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	40	TRUE	13.653846	3	0
E2Maps/museum	(6,4)	N438	N1828	p(4,4);p(5,4);p(6,4);	8	2.0	2	26	TRUE	12.73077	3	0
E2Maps/museum	(0,4)	N8124	N3314	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	34	TRUE	13.346154	3	0
E2Maps/museum	(6,4)	N1089	N3997	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	42	TRUE	14.576923	3	0
E2Maps/museum	(0,4)	N4470	N4188	p(2,4);p(1,4);p(0,4);	8	2.0	2	24	TRUE	12.115384	3	0
E2Maps/museum	(4,0)	N9401	N8405	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	8	2.0	8	30	TRUE	12.730769	3	0
E2Maps/museum	(0,4)	N8236	N6623	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	8	34	TRUE	13.346154	3	0
E2Maps/museum	(0,4)	N683	N463	p(2,4);p(1,4);p(0,4);	8	2.0	2	30	TRUE	13.807692	3	0
E2Maps/museum	(6,4)	N8465	N3165	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	32	TRUE	12.576923	3	0
E2Maps/museum	(0,4)	N2264	N6314	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	40	TRUE	13.807693	3	0
E2Maps/museum	(6,4)	N98	N8187	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	6	32	TRUE	13.192308	3	0
E2Maps/museum	(4,0)	N7030	N7834	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	8	2.0	6	36	TRUE	13.807692	3	0
E2Maps/museum	(0,4)	N9576	N5605	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	40	TRUE	14.269231	3	0
E2Maps/museum	(6,4)	N2718	N6000	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	42	TRUE	14.576923	3	0
E2Maps/museum	(0,4)	N3449	N4963	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	8	40	TRUE	14.884616	3	0
E2Maps/museum	(4,0)	N8134	N2914	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	8	2.0	8	46	TRUE	15.8076935	3	0
E2Maps/museum	(6,4)	N6459	N2876	p(4,4);p(5,4);p(6,4);	8	2.0	2	26	TRUE	13.346155	3	0
E2Maps/museum	(4,0)	N6717	N7740	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	8	2.0	6	30	TRUE	13.653846	3	0
E2Maps/museum	(6,4)	N2384	N4441	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	6	32	TRUE	13.961538	3	0
E2Maps/museum	(0,4)	N6516	N8405	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	34	TRUE	13.807693	3	0
E2Maps/museum	(6,4)	N7112	N7010	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	42	TRUE	15.038462	3	0
E2Maps/museum	(6,4)	N6768	N4538	p(4,4);p(5,4);p(6,4);	8	2.0	2	36	TRUE	16.26923	3	0
E2Maps/museum	(0,4)	N3609	N35	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	8	34	TRUE	14.115384	3	0
E2Maps/museum	(4,0)	N79	N6439	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	8	2.0	8	40	TRUE	15.038462	3	0
E2Maps/museum	(0,4)	N9202	N1900	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	40	TRUE	14.884616	3	0
E2Maps/museum	(6,4)	N1292	N7947	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	42	TRUE	15.192308	3	0
E2Maps/museum	(6,4)	N2976	N3377	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	6	42	TRUE	16.115385	3	0
E2Maps/museum	(4,0)	N709	N9891	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	8	2.0	6	46	TRUE	16.73077	3	0
E2Maps/museum	(6,4)	N7095	N1583	p(4,4);p(5,4);p(6,4);	8	2.0	2	22	TRUE	13.115385	3	0
E2Maps/museum	(4,0)	N5783	N3278	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	8	2.0	6	26	TRUE	13.423077	3	0
E2Maps/museum	(6,4)	N1116	N8411	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	6	28	TRUE	13.73077	3	0
E2Maps/museum	(0,4)	N3562	N4191	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	30	TRUE	12.807693	3	0
E2Maps/museum	(6,4)	N9587	N7267	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	38	TRUE	14.038462	3	0
E2Maps/museum	(6,4)	N942	N2983	p(4,4);p(5,4);p(6,4);	8	2.0	2	32	TRUE	15.269232	3	0
E2Maps/museum	(0,4)	N8522	N9028	p(4,0);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	8	30	TRUE	13.115385	3	0
E2Maps/museum	(4,0)	N8788	N3323	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	8	2.0	8	36	TRUE	14.038462	3	0
E2Maps/museum	(0,4)	N7282	N7860	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	8	2.0	12	36	TRUE	13.884615	3	0
E2Maps/museum	(6,4)	N8310	N7622	p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	12	38	TRUE	14.192308	3	0
E2Maps/museum	(6,4)	N4917	N1431	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	6	38	TRUE	15.115385	3	0
E2Maps/museum	(4,0)	N114	N6216	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	8	2.0	6	42	TRUE	15.730768	3	0
E2Maps/museum	(6,4)	N4820	N8308	p(4,4);p(5,4);p(6,4);	8	2.0	2	32	TRUE	16.192308	3	0
E2Maps/museum	(4,0)	N1137	N4646	p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	8	2.0	6	36	TRUE	16.5	3	0
E2Maps/museum	(6,4)	N3072	N954	p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	8	2.0	6	38	TRUE	16.807693	3	0
