subject	world	squarepath	step	squaretype	rt	numopen	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd	action	existsL	existsR	existsU	existsD	blackremains
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	12	D	840	5	2	1	2	2	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	8
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	13	N	400	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	8
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	14	D	960	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	6
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	15	N	371	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	16	G	975	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	17	N	1214	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	18	N	438	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S365730	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	19	N	418	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S368470	ikea	p(0,0);	0	X	1489	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S368470	ikea	p(0,0);p(0,1);	1	N	489	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S368470	ikea	p(0,0);p(0,1);p(0,2);	2	N	463	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	2176	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	456	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	711	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	2217	5	0	0	0	0	6	1	5	1	D	TRUE	TRUE	TRUE	TRUE	19
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);	7	N	696	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	19
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	8	D	3849	5	2	1	2	2	6	3	0	0	R	TRUE	TRUE	TRUE	FALSE	14
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);	9	N	551	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	14
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	10	D	1401	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	12
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	11	N	320	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	12
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	12	G	1760	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	13	N	42	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	14	N	365	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S368470	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	15	N	408	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S37550	ikea	p(0,0);	0	X	3634	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S37550	ikea	p(0,0);p(0,1);	1	N	1006	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S37550	ikea	p(0,0);p(0,1);p(0,2);	2	N	1004	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	1777	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	1015	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	1090	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	2401	5	0	0	0	0	6	1	5	1	D	TRUE	TRUE	TRUE	TRUE	19
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);	7	N	995	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	19
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	8	D	1347	5	2	1	2	2	6	3	0	0	R	TRUE	TRUE	TRUE	FALSE	14
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);	9	N	971	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	14
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	10	D	1290	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	12
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	11	N	923	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	12
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	12	G	1295	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	13	N	835	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	14	N	1030	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S37550	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	15	N	861	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S376806	ikea	p(0,0);	0	X	1219	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S376806	ikea	p(0,0);p(0,1);	1	N	293	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S376806	ikea	p(0,0);p(0,1);p(0,2);	2	N	272	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	524	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	355	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	783	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	1378	5	0	0	0	0	6	1	5	1	D	TRUE	TRUE	TRUE	TRUE	19
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);	7	N	444	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	19
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	8	D	1001	5	2	1	2	2	6	3	0	0	R	TRUE	TRUE	TRUE	FALSE	14
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);	9	N	342	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	14
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	10	D	643	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	12
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	11	N	393	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	12
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	12	G	233	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	13	N	822	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	14	N	154	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S376806	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	15	N	466	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S381257	ikea	p(0,0);	0	X	4271	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S381257	ikea	p(0,0);p(0,1);	1	N	447	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S381257	ikea	p(0,0);p(0,1);p(0,2);	2	N	509	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	1099	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	1150	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	846	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	1449	5	0	0	0	0	6	1	5	1	U	TRUE	TRUE	TRUE	TRUE	19
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);	7	N	526	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	19
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);	8	O	1384	6	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);	9	N	360	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);	10	N	811	0	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);	11	N	502	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	12	D	2071	5	2	1	2	2	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	8
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	13	N	608	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	8
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	14	D	928	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	6
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	15	N	465	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	16	G	755	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	17	N	432	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	18	N	707	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S381257	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	19	N	526	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S391243	ikea	p(0,0);	0	X	1484	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S391243	ikea	p(0,0);p(0,1);	1	N	448	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S391243	ikea	p(0,0);p(0,1);p(0,2);	2	N	451	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	917	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	332	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	303	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	1981	5	0	0	0	0	6	1	5	1	D	TRUE	TRUE	TRUE	TRUE	19
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);	7	N	283	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	19
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	8	D	850	5	2	1	2	2	6	3	0	0	R	TRUE	TRUE	TRUE	FALSE	14
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);	9	N	316	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	14
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	10	D	683	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	12
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	11	N	283	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	12
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	12	G	850	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	13	N	351	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	14	N	499	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S391243	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	15	N	367	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S394005	ikea	p(0,0);	0	X	1293	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S394005	ikea	p(0,0);p(0,1);	1	N	630	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S394005	ikea	p(0,0);p(0,1);p(0,2);	2	N	637	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	994	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	468	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	556	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	884	5	0	0	0	0	6	1	5	1	D	TRUE	TRUE	TRUE	TRUE	19
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);	7	N	438	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	19
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	8	D	1142	5	2	1	2	2	6	3	0	0	R	TRUE	TRUE	TRUE	FALSE	14
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);	9	N	406	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	14
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	10	D	754	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	12
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	11	N	360	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	12
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	12	G	906	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	13	N	1233	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	14	N	351	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S394005	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	15	N	380	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S398678	ikea	p(0,0);	0	X	1147	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S398678	ikea	p(0,0);p(0,1);	1	N	549	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S398678	ikea	p(0,0);p(0,1);p(0,2);	2	N	504	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	750	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	567	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	568	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	1368	5	0	0	0	0	6	1	5	1	U	TRUE	TRUE	TRUE	TRUE	19
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);	7	N	583	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	19
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);	8	O	1465	6	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);	9	N	480	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);	10	N	504	0	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);	11	N	720	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	12	D	1593	5	2	1	2	2	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	8
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	13	N	751	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	8
S398678	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	14	D	881	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	6
