subject	world	squarepath	step	squaretype	rt	numopen	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd	action	existsL	existsR	existsU	existsD	blackremains
S294201	roomG	p(0,0);p(1,0);p(2,0);	2	N	392	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	1356	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	515	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	410	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	1435	5	4	1	6	1	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	17
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	868	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	17
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	8	O	1091	6	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);	9	N	452	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);	10	N	457	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);	11	N	485	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	12	D	3325	4	0	0	0	0	4	0	2	1	U	TRUE	FALSE	TRUE	TRUE	7
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);	13	G	1337	4	1	0	0	0	1	0	0	0	U	FALSE	TRUE	TRUE	TRUE	0
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);	14	N	1087	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S294201	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	15	N	331	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	TRUE	0
S294423	roomG	p(0,0);	0	X	1457	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S294423	roomG	p(0,0);p(1,0);	1	N	287	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S294423	roomG	p(0,0);p(1,0);p(2,0);	2	N	306	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	318	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	496	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	1025	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	559	5	4	1	6	1	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	17
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	290	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	17
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	8	O	1936	6	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);	9	N	638	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);	10	N	337	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);	11	N	279	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	12	D	936	4	0	0	0	0	4	0	2	1	U	TRUE	FALSE	TRUE	TRUE	7
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);	13	G	977	4	1	0	0	0	1	0	0	0	R	FALSE	TRUE	TRUE	TRUE	0
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	14	N	271	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	0
S294423	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	15	N	240	0	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	FALSE	0
S299579	roomG	p(0,0);	0	X	1292	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S299579	roomG	p(0,0);p(1,0);	1	N	1165	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S299579	roomG	p(0,0);p(1,0);p(2,0);	2	N	626	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	533	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	381	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	528	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	2812	5	4	1	6	1	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	17
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	7	N	579	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	17
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	8	D	1218	4	0	0	6	3	4	0	2	1	U	TRUE	FALSE	TRUE	TRUE	13
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	9	G	863	4	1	0	0	0	1	0	0	0	R	FALSE	TRUE	TRUE	TRUE	0
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	10	N	736	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	0
S299579	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	11	N	614	0	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	FALSE	0
S299693	roomG	p(0,0);	0	X	1934	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S299693	roomG	p(0,0);p(1,0);	1	N	646	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S299693	roomG	p(0,0);p(1,0);p(2,0);	2	N	530	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	843	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	621	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	855	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	2905	5	4	1	6	1	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	17
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	7	N	374	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	17
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	8	D	1380	4	0	0	6	3	4	0	2	1	U	TRUE	FALSE	TRUE	TRUE	13
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	9	G	1246	4	1	0	0	0	1	0	0	0	R	FALSE	TRUE	TRUE	TRUE	0
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	10	N	419	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	0
S299693	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	11	N	663	0	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	FALSE	0
S311128	roomG	p(0,0);	0	X	860	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S311128	roomG	p(0,0);p(1,0);	1	N	407	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S311128	roomG	p(0,0);p(1,0);p(2,0);	2	N	241	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	592	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	336	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	376	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	3208	5	4	1	6	1	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	17
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	7	N	384	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	17
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	8	D	432	4	0	0	6	3	4	0	2	1	D	TRUE	FALSE	TRUE	TRUE	13
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);	9	N	496	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	10	D	520	2	1	1	0	0	4	2	0	0	R	FALSE	TRUE	TRUE	FALSE	11
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);	11	N	617	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	12	O	639	1	0	0	0	0	0	0	0	0	L	TRUE	FALSE	TRUE	FALSE	10
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);	13	N	225	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	10
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);	14	N	1151	0	0	0	0	0	0	0	0	0	U	FALSE	TRUE	TRUE	FALSE	10
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);	15	N	332	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	10
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	16	N	380	0	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	TRUE	10
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);	17	G	841	4	1	0	0	0	1	0	0	0	U	FALSE	TRUE	TRUE	TRUE	0
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);	18	N	311	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S311128	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	19	N	336	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	TRUE	0
S319548	roomG	p(0,0);	0	X	1655	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S319548	roomG	p(0,0);p(1,0);	1	N	562	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S319548	roomG	p(0,0);p(1,0);p(2,0);	2	N	365	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	506	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	1104	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	305	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	1534	5	4	1	6	1	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	17
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	339	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	17
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	8	O	1242	6	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);	9	N	334	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);	10	N	359	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);	11	N	357	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	12	D	798	4	0	0	0	0	4	0	2	1	U	TRUE	FALSE	TRUE	TRUE	7
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);	13	G	833	4	1	0	0	0	1	0	0	0	R	FALSE	TRUE	TRUE	TRUE	0
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	14	N	432	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	0
S319548	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	15	N	307	0	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	FALSE	0
S334404	roomG	p(0,0);	0	X	5976	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S334404	roomG	p(0,0);p(1,0);	1	N	500	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S334404	roomG	p(0,0);p(1,0);p(2,0);	2	N	579	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	1912	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	542	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	590	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	1131	5	4	1	6	1	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	17
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	558	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	17
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	8	O	984	6	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);	9	N	330	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);	10	N	432	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);	11	N	409	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	12	D	1430	4	0	0	0	0	4	0	2	1	U	TRUE	FALSE	TRUE	TRUE	7
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);	13	G	961	4	1	0	0	0	1	0	0	0	R	FALSE	TRUE	TRUE	TRUE	0
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	14	N	527	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	0
S334404	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	15	N	353	0	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	FALSE	0
S336295	roomG	p(0,0);	0	X	1123	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S336295	roomG	p(0,0);p(1,0);	1	N	322	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S336295	roomG	p(0,0);p(1,0);p(2,0);	2	N	364	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	601	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	366	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	389	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	976	5	4	1	6	1	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	17
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	500	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	17
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	8	O	681	6	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);	9	N	316	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);	10	N	370	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	11
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);	11	N	377	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	12	D	827	4	0	0	0	0	4	0	2	1	U	TRUE	FALSE	TRUE	TRUE	7
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);	13	G	679	4	1	0	0	0	1	0	0	0	R	FALSE	TRUE	TRUE	TRUE	0
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	14	N	409	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	0
S336295	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	15	N	273	0	0	0	0	0	0	0	0	0	U	TRUE	FALSE	TRUE	FALSE	0
S337973	roomG	p(0,0);	0	X	3189	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S337973	roomG	p(0,0);p(1,0);	1	N	552	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S337973	roomG	p(0,0);p(1,0);p(2,0);	2	N	2042	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	27
S337973	roomG	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	1918	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	22
S337973	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	799	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S337973	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	701	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	22
S337973	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	2816	5	4	1	6	1	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	17
S337973	roomG	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	357	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	17
