subject	world	square_path	path_type	error_step	error_node
S74893	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S76694	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S776069	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S78642	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S826168	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S896860	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S934665	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S976844	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S989739	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S990120	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	ERROR_PATH	(5,2)	N3462
S126242	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S185508	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S248332	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S280055	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S299693	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S311128	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S355417	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S37550	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S376806	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N4956
S391243	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S394005	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S402333	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S411804	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S455320	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S489428	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S507343	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S600079	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S633374	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S646424	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S722906	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S776069	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N6795
S78642	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S826168	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S890803	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S896860	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S932984	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S976844	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,5)	N3770
S981207	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S989739	tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	ERROR_PATH	(5,2)	N4029
S11135	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S123177	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S126242	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S14208	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S156147	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S164546	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S180888	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(5,6);	ERROR_PATH	(3,1)	N1441
S185508	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S20545	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S224593	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S247056	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S248332	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S256137	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S265716	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S269331	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S279506	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(0,3)	N3648
S280055	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(2,7);p(1,7);p(0,7);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S293561	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S294201	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S294423	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S299579	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S299693	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S311128	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S334404	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S336295	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S337973	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S34222	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(5,6);	ERROR_PATH	(3,1)	N3648
S342386	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S34564	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S355417	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S357773	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S365730	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S368470	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S37550	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S381257	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S391243	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S394005	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S398678	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S411804	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S413158	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S414838	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S415189	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S419107	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S421809	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S42633	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S455320	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S482085	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(5,6);	ERROR_PATH	(3,1)	N3648
S49292	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S507343	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S524015	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S528885	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N1441
S531684	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S553913	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S559226	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(2,7);p(1,7);p(0,7);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(5,6);	ERROR_PATH	(3,1)	N1441
S582832	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(5,6);	ERROR_PATH	(3,1)	N3648
S599357	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(0,7);p(1,7);p(2,7);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S600079	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S600877	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S607333	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S622759	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S625801	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
S633374	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S646424	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S649302	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N3648
S653044	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S666066	cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	ERROR_PATH	(3,1)	N3648
S673562	cubicles	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	ERROR_PATH	(3,1)	N1441
