subject	world	square_path	chosen_node_path	chosen_value	all_values 
S625801	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811,N1583,N7095	13.346	13.346;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S633374	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.423	13.423;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S646424	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S649302	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811,N1583,N7095	13.346	13.346;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S653044	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756,N4188,N4470	12.346	12.346;11.808;12.423;13.654;12.731;13.346;14.577;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S661572	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S666066	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(5,5);p(6,5);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.731	13.731;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S673562	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S680947	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S699104	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N9753,N4337,N6052,N4191,N3562	14.269	14.269;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S701323	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756,N4188,N4470	12.346	12.346;11.808;12.423;13.654;12.731;13.346;14.577;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S702215	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S717976	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S722906	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811,N1583,N7095	13.346	13.346;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S723916	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	ERROR_PATH	(0,4)	N7020
S727474	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S737098	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	ERROR_PATH	(0,4)	N7020
S738760	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811,N1583,N7095	13.346	13.346;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S748157	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.423	13.423;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S74893	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S75262	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S76694	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S767416	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S769114	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S771420	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	ERROR_PATH	(0,4)	N7020
S773407	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S776069	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S781012	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S78642	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,4);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811,N1583,N7095	16.269	16.269;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S795207	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756,N4188,N4470	12.346	12.346;11.808;12.423;13.654;12.731;13.346;14.577;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S818256	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811,N1583,N7095	13.346	13.346;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S826168	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S852951	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S854503	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756,N4188,N4470	13.808	13.808;11.808;12.423;13.654;12.731;13.346;14.577;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S858712	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811,N1583,N7095	13.346	13.346;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S882638	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756,N4188,N4470	12.346	12.346;11.808;12.423;13.654;12.731;13.346;14.577;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S890803	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S896860	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S898785	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S913185	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S926415	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N9753,N4337,N6052,N4191,N3562	16.577	16.577;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S932984	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651,N1342,N7017,N6551,N8709	12.269	12.269;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S934665	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(0,4);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N3964,N9700,N8187,N98	14.808	14.808;11.808;12.423;13.654;12.731;13.346;14.577;12.115;12.731;13.808;13.346;13.808;12.577;13.808;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
S94248	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756,N4188,N4470	12.346	12.346;11.808;12.423;13.654;12.731;13.346;14.577;12.731;13.808;13.346;13.808;12.577;13.808;13.192;13.808;14.269;14.577;14.885;15.808;13.346;13.654;13.962;12.731;13.808;15.038;16.269;14.115;15.038;14.885;15.192;16.115;16.731;13.115;13.423;13.731;12.808;14.038;15.269;13.115;14.038;13.885;14.192;15.115;15.731;16.192;16.5;16.808
