world	node_location	NID	PARENTID	path_from_parent	depth	new_observations	steps_from_parent	steps_from_root	is_leaf	node_value	node_ep	black_remains
lab	(0,7)	N4729	N5804	p(2,7);p(1,7);p(0,7);	9	1.0	2	35	TRUE	13.800001	1	0
lab	(4,6)	N9651	N2439	p(4,5);p(4,6);	9	1.0	1	32	TRUE	12.839999	1	0
lab	(0,7)	N9033	N5882	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	35	TRUE	12.92	1	0
lab	(4,6)	N1543	N4345	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.32	1	0
lab	(0,7)	N5493	N1072	p(2,7);p(1,7);p(0,7);	9	1.0	2	31	TRUE	12.919999	1	0
lab	(4,6)	N1559	N2425	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	36	TRUE	13.16	1	0
lab	(0,7)	N2478	N7578	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.4	1	0
lab	(0,2)	N6919	N7645	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	9	2.0	4	30	TRUE	13.240002	3	0
lab	(4,2)	N6142	N4607	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	9	4.0	4	30	TRUE	13.56	6	0
lab	(4,6)	N5880	N5261	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	13.48	1	0
lab	(0,2)	N9195	N2275	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	40	TRUE	14.28	3	0
lab	(4,6)	N3930	N1359	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	13.799999	1	0
lab	(4,2)	N4024	N5084	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	40	TRUE	15.559999	6	0
lab	(4,6)	N9661	N2520	p(4,5);p(4,6);	9	1.0	1	32	TRUE	12.92	1	0
lab	(0,2)	N7097	N6610	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	36	TRUE	13.56	3	0
lab	(4,6)	N429	N4304	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	42	TRUE	13.960001	1	0
lab	(4,6)	N9425	N699	p(4,5);p(4,6);	9	1.0	1	32	TRUE	13.24	1	0
lab	(4,2)	N5269	N3714	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	36	TRUE	14.84	6	0
lab	(4,6)	N4501	N8800	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	42	TRUE	15.080001	1	0
lab	(0,2)	N3303	N9319	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	9	2.0	4	34	TRUE	14.280001	3	0
lab	(4,2)	N9515	N8303	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	9	4.0	4	34	TRUE	14.6	6	0
lab	(0,7)	N721	N1298	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	12.92	1	0
lab	(0,2)	N1366	N287	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	40	TRUE	13.879999	3	0
lab	(0,7)	N7253	N7792	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	13.24	1	0
lab	(4,2)	N1998	N1373	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	40	TRUE	15.32	6	0
lab	(0,2)	N2214	N1665	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	9	2.0	4	38	TRUE	15.639999	3	0
lab	(4,2)	N7216	N5843	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	9	4.0	4	38	TRUE	15.960001	6	0
lab	(4,6)	N2635	N7402	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	40	TRUE	14.760001	1	0
lab	(0,2)	N60	N3260	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	44	TRUE	15.56	3	0
lab	(4,6)	N1635	N6755	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	40	TRUE	15.080001	1	0
lab	(4,2)	N45	N2470	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	44	TRUE	16.84	6	0
lab	(0,7)	N9552	N7475	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.320001	1	0
lab	(4,6)	N4386	N9562	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.400001	1	0
lab	(0,2)	N4243	N4612	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	44	TRUE	14.600001	3	0
lab	(0,7)	N5699	N569	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	14.360001	1	0
lab	(0,2)	N9870	N9476	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	44	TRUE	14.680001	3	0
lab	(4,6)	N8037	N7700	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	14.6	1	0
lab	(0,7)	N7480	N5510	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.64	1	0
lab	(4,6)	N4760	N1545	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.72	1	0
lab	(4,2)	N1177	N5335	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	44	TRUE	16.52	6	0
lab	(0,7)	N5828	N7887	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	15.64	1	0
lab	(4,2)	N3783	N2337	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	44	TRUE	16.6	6	0
lab	(4,6)	N444	N6099	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	16.039999	1	0
lab	(0,7)	N7992	N2723	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	35	TRUE	12.6	1	0
lab	(4,6)	N1557	N3134	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.0	1	0
lab	(4,6)	N3177	N288	p(4,5);p(4,6);	9	1.0	1	36	TRUE	13.0	1	0
lab	(0,2)	N7688	N9441	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	40	TRUE	13.719999	3	0
lab	(0,7)	N1100	N2717	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	41	TRUE	13.4800005	1	0
lab	(0,2)	N1923	N4738	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	44	TRUE	14.44	3	0
lab	(4,6)	N8129	N8621	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	14.36	1	0
lab	(0,7)	N9409	N9882	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	45	TRUE	14.039999	1	0
lab	(4,6)	N8875	N3528	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	46	TRUE	14.12	1	0
lab	(0,2)	N6545	N8042	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	40	TRUE	14.119999	3	0
lab	(4,6)	N881	N395	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	14.5199995	1	0
lab	(4,6)	N4881	N4061	p(4,5);p(4,6);	9	1.0	1	42	TRUE	14.440001	1	0
lab	(0,7)	N4839	N7745	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	35	TRUE	12.92	1	0
lab	(4,6)	N2373	N7348	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.320001	1	0
lab	(4,6)	N5716	N2293	p(4,5);p(4,6);	9	1.0	1	36	TRUE	13.32	1	0
lab	(4,2)	N2646	N3075	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	40	TRUE	15.639999	6	0
lab	(0,7)	N9159	N8524	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	41	TRUE	14.76	1	0
lab	(4,2)	N9829	N4835	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	44	TRUE	16.68	6	0
lab	(4,6)	N4931	N3955	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	16.119999	1	0
lab	(0,7)	N6860	N9836	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	45	TRUE	15.16	1	0
lab	(4,6)	N4305	N6322	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	46	TRUE	15.240001	1	0
lab	(4,2)	N6480	N1446	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	40	TRUE	16.039999	6	0
lab	(4,6)	N379	N4547	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	16.279999	1	0
lab	(4,6)	N1535	N4868	p(4,5);p(4,6);	9	1.0	1	42	TRUE	15.88	1	0
lab	(0,2)	N6749	N3120	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	9	2.0	4	30	TRUE	13.320002	3	0
lab	(4,2)	N1415	N5607	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	9	4.0	4	30	TRUE	13.64	6	0
lab	(0,7)	N860	N5995	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	13.08	1	0
lab	(0,2)	N8903	N1449	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	40	TRUE	14.04	3	0
lab	(0,7)	N2273	N3161	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	13.400002	1	0
lab	(4,2)	N1485	N3139	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	40	TRUE	15.48	6	0
lab	(0,7)	N6995	N3752	p(2,7);p(1,7);p(0,7);	9	1.0	2	31	TRUE	13.079999	1	0
lab	(0,2)	N716	N4084	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	36	TRUE	13.72	3	0
lab	(0,7)	N9895	N1421	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	41	TRUE	13.960001	1	0
lab	(0,7)	N6869	N6247	p(2,7);p(1,7);p(0,7);	9	1.0	2	31	TRUE	13.400001	1	0
lab	(4,2)	N7863	N4820	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	36	TRUE	15.16	6	0
lab	(0,7)	N2291	N3751	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	41	TRUE	15.08	1	0
lab	(0,2)	N8406	N1663	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	9	2.0	4	34	TRUE	14.52	3	0
lab	(4,2)	N5446	N3262	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	9	4.0	4	34	TRUE	14.84	6	0
lab	(4,6)	N628	N7726	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	13.639999	1	0
lab	(0,2)	N2439	N9097	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	40	TRUE	14.439999	3	0
lab	(4,6)	N6413	N7283	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	13.959999	1	0
lab	(4,2)	N1391	N2094	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	40	TRUE	15.719999	6	0
lab	(0,2)	N2387	N250	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	9	2.0	4	38	TRUE	15.719999	3	0
lab	(4,2)	N3693	N6754	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	9	4.0	4	38	TRUE	16.04	6	0
lab	(0,7)	N5900	N997	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	39	TRUE	14.360001	1	0
lab	(0,2)	N3088	N7621	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	44	TRUE	15.320001	3	0
lab	(0,7)	N3005	N509	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	39	TRUE	14.68	1	0
lab	(4,2)	N2120	N4135	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	44	TRUE	16.76	6	0
lab	(0,7)	N9862	N1669	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.4800005	1	0
lab	(4,6)	N9704	N3364	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.56	1	0
lab	(0,2)	N5935	N1040	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	44	TRUE	14.760001	3	0
lab	(0,7)	N1763	N7864	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	14.52	1	0
lab	(0,2)	N7218	N6006	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	44	TRUE	14.840001	3	0
lab	(4,6)	N575	N3216	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	14.76	1	0
lab	(0,7)	N5801	N8187	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.8	1	0
lab	(4,6)	N5016	N30	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.88	1	0
lab	(4,2)	N2301	N1053	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	44	TRUE	16.68	6	0
lab	(0,7)	N4112	N5141	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	15.8	1	0
lab	(4,2)	N692	N9903	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	44	TRUE	16.76	6	0
lab	(4,6)	N4117	N2565	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	16.199999	1	0
lab	(4,6)	N6096	N3652	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	36	TRUE	13.4	1	0
lab	(0,7)	N6604	N3222	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.64	1	0
lab	(0,7)	N1147	N773	p(2,7);p(1,7);p(0,7);	9	1.0	2	35	TRUE	13.800001	1	0
lab	(0,2)	N6980	N6151	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	40	TRUE	14.36	3	0
lab	(4,6)	N7841	N4216	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	42	TRUE	14.280001	1	0
lab	(0,2)	N3118	N8141	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	44	TRUE	14.920001	3	0
lab	(0,7)	N2938	N953	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	14.68	1	0
lab	(0,7)	N3614	N3893	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	45	TRUE	14.6	1	0
lab	(4,6)	N9718	N6789	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	46	TRUE	14.680001	1	0
lab	(0,2)	N1025	N1864	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	40	TRUE	14.759999	3	0
lab	(0,7)	N7746	N7702	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	15.0	1	0
lab	(0,7)	N4756	N2325	p(2,7);p(1,7);p(0,7);	9	1.0	2	41	TRUE	15.320001	1	0
lab	(4,6)	N8224	N2053	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	36	TRUE	13.719999	1	0
lab	(0,7)	N6836	N4859	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.96	1	0
lab	(0,7)	N2878	N5281	p(2,7);p(1,7);p(0,7);	9	1.0	2	35	TRUE	14.120001	1	0
lab	(4,2)	N2715	N2542	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	40	TRUE	16.279999	6	0
lab	(4,6)	N4372	N8282	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	42	TRUE	15.72	1	0
lab	(4,2)	N3519	N1243	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	44	TRUE	17.160002	6	0
lab	(0,7)	N6780	N6957	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	16.28	1	0
lab	(0,7)	N9133	N9900	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	45	TRUE	15.719999	1	0
lab	(4,6)	N4481	N2615	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	46	TRUE	15.8	1	0
lab	(4,2)	N9876	N9081	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	40	TRUE	16.68	6	0
lab	(0,7)	N2225	N2326	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	16.6	1	0
lab	(0,7)	N4342	N5	p(2,7);p(1,7);p(0,7);	9	1.0	2	41	TRUE	16.6	1	0
lab	(4,6)	N744	N1787	p(4,5);p(4,6);	9	1.0	1	32	TRUE	12.68	1	0
lab	(0,7)	N2562	N3161	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	35	TRUE	12.76	1	0
lab	(4,6)	N4666	N6431	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.160001	1	0
lab	(0,7)	N2261	N2223	p(2,7);p(1,7);p(0,7);	9	1.0	2	31	TRUE	12.759999	1	0
lab	(4,6)	N2268	N3684	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	36	TRUE	13.0	1	0
lab	(0,7)	N978	N427	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.24	1	0
lab	(0,2)	N8980	N5494	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	36	TRUE	13.48	3	0
lab	(4,6)	N8057	N3573	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	42	TRUE	13.88	1	0
lab	(4,6)	N173	N4111	p(4,5);p(4,6);	9	1.0	1	38	TRUE	13.799999	1	0
lab	(0,2)	N8358	N346	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	40	TRUE	13.879999	3	0
lab	(0,7)	N3910	N3208	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	41	TRUE	13.64	1	0
lab	(0,2)	N8605	N9509	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	44	TRUE	14.599999	3	0
lab	(4,6)	N4148	N8285	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	46	TRUE	14.5199995	1	0
lab	(0,7)	N2868	N1538	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	45	TRUE	14.199999	1	0
lab	(4,6)	N7529	N3807	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	46	TRUE	14.28	1	0
lab	(0,7)	N5626	N275	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	41	TRUE	13.96	1	0
lab	(4,6)	N5972	N1896	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	46	TRUE	14.360001	1	0
lab	(4,6)	N1475	N3458	p(4,5);p(4,6);	9	1.0	1	42	TRUE	14.360002	1	0
lab	(0,2)	N2119	N95	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	36	TRUE	13.56	3	0
lab	(0,7)	N7440	N203	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	41	TRUE	13.800001	1	0
lab	(0,7)	N2969	N9281	p(2,7);p(1,7);p(0,7);	9	1.0	2	37	TRUE	14.120001	1	0
lab	(0,2)	N8613	N4712	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	40	TRUE	14.12	3	0
lab	(4,6)	N2847	N641	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	42	TRUE	14.040001	1	0
lab	(0,2)	N5752	N4350	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	44	TRUE	14.680001	3	0
lab	(0,7)	N7424	N1634	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	45	TRUE	14.440001	1	0
lab	(0,7)	N1746	N7735	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	45	TRUE	14.360001	1	0
lab	(4,6)	N9288	N1276	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	46	TRUE	14.4400015	1	0
lab	(4,6)	N8180	N9123	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	42	TRUE	14.600001	1	0
lab	(0,7)	N1255	N3216	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	45	TRUE	14.84	1	0
lab	(0,7)	N3183	N4787	p(2,7);p(1,7);p(0,7);	9	1.0	2	41	TRUE	15.0	1	0
lab	(4,6)	N9996	N2479	p(4,5);p(4,6);	9	1.0	1	32	TRUE	12.999999	1	0
