world	node_location	NID	PARENTID	path_from_parent	depth	new_observations	steps_from_parent	steps_from_root	is_leaf	node_value	node_ep	black_remains
lab	(4,2)	N509	N7118	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	8	4.0	4	30	FALSE	13.08	6	1
lab	(0,7)	N4135	N7118	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	35	FALSE	9.48	1	4
lab	(4,6)	N1669	N9003	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	32	FALSE	11.88	1	1
lab	(0,7)	N3364	N9003	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	33	FALSE	11.92	1	1
lab	(0,7)	N1040	N2250	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	35	FALSE	11.120001	1	2
lab	(0,2)	N7864	N2250	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	8	36	FALSE	12.68	3	1
lab	(4,6)	N6006	N1962	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	36	FALSE	11.200001	1	2
lab	(0,2)	N3216	N1962	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	9	38	FALSE	12.88	3	1
lab	(4,6)	N8187	N9495	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	32	FALSE	12.2	1	1
lab	(0,7)	N30	N9495	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	33	FALSE	12.24	1	1
lab	(0,7)	N1053	N5143	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	35	FALSE	9.4	1	4
lab	(4,2)	N5141	N5143	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	8	36	FALSE	13.96	6	1
lab	(4,6)	N9903	N9194	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	36	FALSE	9.48	1	4
lab	(4,2)	N2565	N9194	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	9	38	FALSE	14.32	6	1
lab	(0,7)	N3652	N1804	p(2,7);p(1,7);p(0,7);	8	1.0	2	29	FALSE	11.92	1	1
lab	(4,6)	N3222	N1804	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	5	32	FALSE	12.04	1	1
lab	(2,7)	N773	N9553	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2.0	5	33	FALSE	12.360001	3	1
lab	(4,6)	N6151	N2950	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	32	FALSE	11.04	1	2
lab	(0,2)	N4216	N2950	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	9	34	FALSE	12.56	3	1
lab	(0,7)	N8141	N7254	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	35	FALSE	11.280001	1	2
lab	(0,2)	N953	N7254	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	8	36	FALSE	12.84	3	1
lab	(4,6)	N3893	N8564	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	38	FALSE	12.76	1	1
lab	(0,7)	N6789	N8564	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	39	FALSE	12.800001	1	1
lab	(0,7)	N1864	N146	p(2,7);p(1,7);p(0,7);	8	1.0	2	31	FALSE	11.44	1	2
lab	(0,2)	N7702	N146	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	7	36	FALSE	13.16	3	1
lab	(2,7)	N2325	N1202	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	8	2.0	7	39	FALSE	13.64	3	1
lab	(0,7)	N2053	N2542	p(2,7);p(1,7);p(0,7);	8	1.0	2	29	FALSE	12.24	1	1
lab	(4,6)	N4859	N2542	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	5	32	FALSE	12.36	1	1
lab	(2,7)	N5281	N9730	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2.0	5	33	FALSE	12.68	3	1
lab	(4,6)	N2542	N2071	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	32	FALSE	9.639999	1	4
lab	(4,2)	N8282	N2071	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	9	34	FALSE	14.0	6	1
lab	(0,7)	N1243	N2264	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	35	FALSE	9.880001	1	4
lab	(4,2)	N6957	N2264	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	8	36	FALSE	14.440001	6	1
lab	(4,6)	N9900	N6906	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	38	FALSE	13.879999	1	1
lab	(0,7)	N2615	N6906	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	39	FALSE	13.92	1	1
lab	(0,7)	N9081	N6222	p(2,7);p(1,7);p(0,7);	8	1.0	2	31	FALSE	10.04	1	4
lab	(4,2)	N2326	N6222	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	7	36	FALSE	14.76	6	1
lab	(2,7)	N5	N551	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	8	2.0	7	39	FALSE	14.92	3	1
lab	(4,5)	N1787	N1256	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1.0	6	31	FALSE	11.360001	1	1
lab	(4,6)	N3161	N2356	p(4,5);p(4,6);	8	1.0	1	28	FALSE	11.320001	1	1
lab	(0,7)	N6431	N2356	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	6	33	FALSE	11.52	1	1
lab	(2,7)	N2223	N8318	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2.0	5	29	FALSE	11.48	3	1
lab	(0,7)	N3684	N2968	p(2,7);p(1,7);p(0,7);	8	1.0	2	29	FALSE	11.5199995	1	1
lab	(4,6)	N427	N2968	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	5	32	FALSE	11.639999	1	1
lab	(4,6)	N5494	N8710	p(4,5);p(4,6);	8	1.0	1	28	FALSE	10.48	1	2
lab	(0,2)	N3573	N8710	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	7	34	FALSE	12.16	3	1
lab	(4,5)	N4111	N9806	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1.0	7	37	FALSE	12.24	1	1
lab	(0,7)	N346	N1101	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	31	FALSE	10.559999	1	2
lab	(0,2)	N3208	N1101	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	8	32	FALSE	11.96	3	1
lab	(4,6)	N9509	N1960	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	36	FALSE	10.959999	1	2
lab	(0,2)	N8285	N1960	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	9	38	FALSE	12.639999	3	1
lab	(4,6)	N1538	N5738	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	38	FALSE	12.359999	1	1
lab	(0,7)	N3807	N5738	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	39	FALSE	12.4	1	1
lab	(4,6)	N275	N5830	p(4,5);p(4,6);	8	1.0	1	34	FALSE	12.28	1	1
lab	(0,7)	N1896	N5830	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	6	39	FALSE	12.4800005	1	1
lab	(4,5)	N3458	N2081	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1.0	6	41	FALSE	12.640001	1	1
lab	(0,7)	N95	N4376	p(2,7);p(1,7);p(0,7);	8	1.0	2	27	FALSE	10.56	1	2
lab	(0,2)	N203	N4376	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	7	32	FALSE	12.120001	3	1
lab	(2,7)	N9281	N3410	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	8	2.0	7	35	FALSE	12.6	3	1
lab	(4,6)	N4712	N3817	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	32	FALSE	10.8	1	2
lab	(0,2)	N641	N3817	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	9	34	FALSE	12.320001	3	1
lab	(0,7)	N4350	N9869	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	35	FALSE	11.040001	1	2
lab	(0,2)	N1634	N9869	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2.0	8	36	FALSE	12.6	3	1
lab	(4,6)	N7735	N113	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	38	FALSE	12.52	1	1
lab	(0,7)	N1276	N113	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	39	FALSE	12.560001	1	1
lab	(0,7)	N9123	N1659	p(2,7);p(1,7);p(0,7);	8	1.0	2	35	FALSE	12.880001	1	1
lab	(4,6)	N3216	N1659	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	5	38	FALSE	13.0	1	1
lab	(2,7)	N4787	N9329	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2.0	5	39	FALSE	13.32	3	1
lab	(4,5)	N2479	N5478	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1.0	6	31	FALSE	11.679999	1	1
lab	(4,6)	N3924	N5250	p(4,5);p(4,6);	8	1.0	1	28	FALSE	11.639999	1	1
lab	(0,7)	N3721	N5250	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	6	33	FALSE	11.839999	1	1
lab	(2,7)	N8166	N5347	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2.0	5	29	FALSE	11.799999	3	1
lab	(0,7)	N1535	N7900	p(2,7);p(1,7);p(0,7);	8	1.0	2	29	FALSE	11.839999	1	1
lab	(4,6)	N7369	N7900	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	5	32	FALSE	11.959999	1	1
lab	(4,6)	N5994	N1638	p(4,5);p(4,6);	8	1.0	1	28	FALSE	9.4	1	4
lab	(4,2)	N1872	N1638	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	7	34	FALSE	13.92	6	1
lab	(4,5)	N6188	N3292	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1.0	7	37	FALSE	13.68	1	1
lab	(0,7)	N5349	N3550	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	31	FALSE	9.48	1	4
lab	(4,2)	N1239	N3550	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	8	32	FALSE	13.559999	6	1
lab	(4,6)	N2187	N3789	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	36	FALSE	9.879999	1	4
lab	(4,2)	N8403	N3789	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	9	38	FALSE	14.719999	6	1
lab	(4,6)	N1279	N3383	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	38	FALSE	13.799999	1	1
lab	(0,7)	N9761	N3383	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	39	FALSE	13.84	1	1
lab	(4,6)	N7012	N9326	p(4,5);p(4,6);	8	1.0	1	34	FALSE	13.399999	1	1
lab	(0,7)	N9510	N9326	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	6	39	FALSE	13.599999	1	1
lab	(4,5)	N1921	N2239	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1.0	6	41	FALSE	13.76	1	1
lab	(0,7)	N8230	N1350	p(2,7);p(1,7);p(0,7);	8	1.0	2	27	FALSE	9.4800005	1	4
lab	(4,2)	N4660	N1350	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	7	32	FALSE	13.720001	6	1
lab	(2,7)	N6730	N2886	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	8	2.0	7	35	FALSE	13.88	3	1
lab	(4,6)	N40	N5410	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	7	32	FALSE	9.719999	1	4
lab	(4,2)	N8295	N5410	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	9	34	FALSE	14.08	6	1
lab	(0,7)	N2090	N8547	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	7	35	FALSE	9.960001	1	4
lab	(4,2)	N2424	N8547	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4.0	8	36	FALSE	14.52	6	1
lab	(4,6)	N708	N9982	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	8	38	FALSE	13.959999	1	1
lab	(0,7)	N4973	N9982	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1.0	9	39	FALSE	14.0	1	1
lab	(0,7)	N7574	N9708	p(2,7);p(1,7);p(0,7);	8	1.0	2	35	FALSE	14.0	1	1
lab	(4,6)	N1547	N9708	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1.0	5	38	FALSE	14.120001	1	1
lab	(2,7)	N899	N4069	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2.0	5	39	FALSE	14.44	3	1
lab	(4,6)	N9111	N6527	p(4,5);p(4,6);	9	1.0	1	26	TRUE	10.68	1	0
lab	(0,7)	N2574	N7607	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	29	TRUE	10.76	1	0
lab	(4,6)	N745	N7979	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	34	TRUE	11.16	1	0
lab	(0,7)	N7968	N5341	p(2,7);p(1,7);p(0,7);	9	1.0	2	25	TRUE	10.76	1	0
lab	(4,6)	N1605	N3661	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	30	TRUE	11.0	1	0
lab	(0,7)	N5205	N1394	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	33	TRUE	11.24	1	0
lab	(0,2)	N1943	N5082	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	30	TRUE	11.16	3	0
lab	(4,6)	N1182	N8691	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	11.559999	1	0
lab	(4,6)	N6787	N3961	p(4,5);p(4,6);	9	1.0	1	32	TRUE	11.479999	1	0
lab	(0,2)	N4639	N8488	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	34	TRUE	11.56	3	0
lab	(0,7)	N8211	N5678	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	11.32	1	0
lab	(0,2)	N4418	N8099	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	38	TRUE	12.28	3	0
lab	(4,6)	N7869	N3579	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	40	TRUE	12.200001	1	0
lab	(0,7)	N9600	N990	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	11.88	1	0
lab	(4,6)	N296	N7626	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	11.96	1	0
lab	(0,7)	N4512	N1429	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	35	TRUE	11.639999	1	0
lab	(4,6)	N6071	N1037	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	12.04	1	0
lab	(4,6)	N5230	N1934	p(4,5);p(4,6);	9	1.0	1	36	TRUE	12.039999	1	0
lab	(0,2)	N2512	N1644	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	30	TRUE	11.24	3	0
lab	(0,7)	N3194	N4000	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	11.48	1	0
lab	(0,7)	N82	N8864	p(2,7);p(1,7);p(0,7);	9	1.0	2	31	TRUE	11.8	1	0
lab	(0,2)	N4831	N5035	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	8	34	TRUE	11.8	3	0
lab	(4,6)	N4434	N9008	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	11.719999	1	0
lab	(0,2)	N6476	N7068	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	9	2.0	9	38	TRUE	12.36	3	0
lab	(0,7)	N7467	N1834	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	39	TRUE	12.120001	1	0
lab	(0,7)	N9657	N3255	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	12.04	1	0
lab	(4,6)	N5798	N4078	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	12.12	1	0
lab	(4,6)	N858	N3109	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	36	TRUE	12.279999	1	0
lab	(0,7)	N8528	N4548	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	12.5199995	1	0
lab	(0,7)	N716	N8562	p(2,7);p(1,7);p(0,7);	9	1.0	2	35	TRUE	12.68	1	0
lab	(4,6)	N1369	N6614	p(4,5);p(4,6);	9	1.0	1	32	TRUE	12.039999	1	0
lab	(0,7)	N4232	N5272	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	35	TRUE	12.119999	1	0
lab	(4,6)	N3784	N2720	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	12.5199995	1	0
lab	(0,7)	N4796	N5347	p(2,7);p(1,7);p(0,7);	9	1.0	2	31	TRUE	12.12	1	0
lab	(4,6)	N5997	N7652	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	36	TRUE	12.360001	1	0
lab	(0,7)	N187	N7872	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	12.6	1	0
lab	(4,6)	N6940	N96	p(4,5);p(4,6);	9	1.0	1	26	TRUE	11.0	1	0
lab	(0,7)	N8369	N8678	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	29	TRUE	11.08	1	0
lab	(4,6)	N9927	N2619	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	34	TRUE	11.48	1	0
lab	(0,7)	N8807	N4995	p(2,7);p(1,7);p(0,7);	9	1.0	2	25	TRUE	11.080001	1	0
lab	(4,6)	N1652	N3794	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	30	TRUE	11.320001	1	0
lab	(0,7)	N2738	N5068	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	33	TRUE	11.56	1	0
lab	(4,2)	N6566	N284	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	30	TRUE	13.08	6	0
lab	(4,6)	N3706	N7204	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	13.32	1	0
lab	(4,6)	N4669	N7204	p(4,5);p(4,6);	9	1.0	1	32	TRUE	12.919999	1	0
lab	(4,2)	N6701	N4291	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	34	TRUE	13.799999	6	0
lab	(0,7)	N4495	N7073	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	12.92	1	0
lab	(4,2)	N6258	N5466	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	38	TRUE	14.84	6	0
lab	(4,6)	N7946	N813	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	40	TRUE	14.28	1	0
lab	(0,7)	N3379	N7381	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.32	1	0
lab	(4,6)	N6369	N1201	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.4	1	0
lab	(0,7)	N6192	N7515	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	35	TRUE	12.76	1	0
lab	(4,6)	N1946	N456	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.16	1	0
lab	(4,6)	N3656	N2950	p(4,5);p(4,6);	9	1.0	1	36	TRUE	13.16	1	0
lab	(4,2)	N5089	N9776	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	30	TRUE	13.16	6	0
lab	(0,7)	N2843	N1882	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	35	TRUE	13.08	1	0
lab	(0,7)	N8776	N4932	p(2,7);p(1,7);p(0,7);	9	1.0	2	31	TRUE	13.079999	1	0
lab	(4,2)	N4962	N9215	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	8	34	TRUE	14.040001	6	0
lab	(4,6)	N7478	N3898	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	8	36	TRUE	13.48	1	0
lab	(4,2)	N6651	N15	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	9	4.0	9	38	TRUE	14.92	6	0
lab	(0,7)	N1093	N322	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	9	39	TRUE	14.040001	1	0
lab	(0,7)	N2040	N239	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.48	1	0
lab	(4,6)	N5254	N2851	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	40	TRUE	13.559999	1	0
lab	(4,6)	N8801	N6716	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	9	1.0	7	36	TRUE	13.4	1	0
lab	(0,7)	N4241	N1431	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	9	1.0	7	39	TRUE	13.64	1	0
