hash	N	probL	probR	probU	probD	rt	rtL	rtR	rtU	rtD	world	actionstaken	square	existsL	existsR	existsU	existsD	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd
museum p(0,0);p(1,0);p(2,0);	126	0	0	0	1	943	NA	NA	NA	943	museum	1	O	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);	126	0	0.7301587302	0	0.2698412698	1308	NA	1313	NA	1205	museum	2	D	FALSE	TRUE	TRUE	TRUE	5	1	0	0	0	0	4	2
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);	92	0	1	0	0	463	NA	463	NA	NA	museum	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);	91	0.010989011	0	0.6483516484	0.3406593407	1203	2976	NA	1164	1267	museum	3	D	TRUE	FALSE	TRUE	TRUE	0	0	4	4	2	0	4	2
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);	60	0	1	0	0	861	NA	861	NA	NA	museum	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	60	0	1	0	0	420.5	NA	420.5	NA	NA	museum	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);	34	0	0	0.0294117647	0.9705882353	472	NA	NA	888	465	museum	2	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);	33	0	0	0	1	478	NA	NA	NA	478	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	33	0.8484848485	0	0	0.1515151515	937	956	NA	NA	733	museum	2	D	TRUE	FALSE	TRUE	TRUE	0	0	2	1	5	4	2	2
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);	28	1	0	0	0	399	399	NA	NA	NA	museum	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	28	0	1	0	0	1006.5	NA	1006.5	NA	NA	museum	1	D	FALSE	TRUE	TRUE	TRUE	5	6	0	0	0	0	5	8
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);	28	0	1	0	0	383.5	NA	383.5	NA	NA	museum	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);	28	0	0	1	0	385	NA	NA	385	NA	museum	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);	28	0	0	1	0	377	NA	NA	377	NA	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);	28	0	0	1	0	409	NA	NA	409	NA	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);	28	0	1	0	0	408	NA	408	NA	NA	museum	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);	28	0	1	0	0	460	NA	460	NA	NA	museum	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);	28	0	0	0.75	0.25	1028	NA	NA	995	1480	museum	2	D	TRUE	FALSE	TRUE	TRUE	0	0	0	0	2	0	4	2
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);	7	0	0	0	1	334	NA	NA	NA	334	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);	7	0	0	0	1	392	NA	NA	NA	392	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);	7	0	0.8571428571	0	0.1428571429	568	NA	683.5	NA	197	museum	2	D	FALSE	TRUE	TRUE	TRUE	2	1	0	0	2	3	2	2
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);	6	0	1	0	0	355.5	NA	355.5	NA	NA	museum	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	6	1	0	0	0	972	972	NA	NA	NA	museum	1	D	TRUE	FALSE	TRUE	TRUE	0	0	2	5	0	0	2	7
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);	6	1	0	0	0	321.5	321.5	NA	NA	NA	museum	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);	6	0	0	1	0	322	NA	NA	322	NA	museum	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);	6	0	0	1	0	397	NA	NA	397	NA	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);	6	0	0	1	0	403.5	NA	NA	403.5	NA	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);	6	0	0	1	0	356.5	NA	NA	356.5	NA	museum	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	6	0	1	0	0	575	NA	575	NA	NA	museum	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	6	0	1	0	0	426.5	NA	426.5	NA	NA	museum	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	21	0	1	0	0	800	NA	800	NA	NA	museum	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	21	0	1	0	0	385	NA	385	NA	NA	museum	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);	31	0	0	0.0322580645	0.9677419355	430	NA	NA	2353	425.5	museum	2	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);	30	0	0	0	1	462	NA	NA	NA	462	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);	30	0	0.8666666667	0.1	0.0333333333	861	NA	855.5	1577	608	museum	3	D	FALSE	TRUE	TRUE	TRUE	2	1	0	0	2	3	2	2
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);	26	0	1	0	0	363.5	NA	363.5	NA	NA	museum	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);	26	1	0	0	0	881.5	881.5	NA	NA	NA	museum	1	D	TRUE	FALSE	TRUE	TRUE	0	0	2	5	0	0	2	7
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);	26	1	0	0	0	337.5	337.5	NA	NA	NA	museum	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);	26	0	0	1	0	355	NA	NA	355	NA	museum	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);	26	0	0	1	0	355.5	NA	NA	355.5	NA	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);	26	0	0	1	0	407.5	NA	NA	407.5	NA	museum	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);	26	0.1153846154	0	0.8846153846	0	407.5	526	NA	398	NA	museum	2	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);	23	0	1	0	0	753	NA	753	NA	NA	museum	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	23	0	1	0	0	358	NA	358	NA	NA	museum	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
museum p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);	5	0.6	0	0.4	0	1244	1244	NA	958.5	NA	museum	2	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);	126	0	0	0	1	1378.5	NA	NA	NA	1378.5	ikea	1	X	FALSE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);	126	0	0	0	1	421	NA	NA	NA	421	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);	126	0	0	0	1	460.5	NA	NA	NA	460.5	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);	125	0	1	0	0	892	NA	892	NA	NA	ikea	1	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	126	0	1	0	0	427.5	NA	427.5	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	126	0	1	0	0	494	NA	494	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	125	0	0.008	0.616	0.376	1416	NA	280	1361	1553	ikea	3	D	TRUE	TRUE	TRUE	TRUE	0	0	0	0	6	1	5	1
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);	78	0	0	1	0	446	NA	NA	446	NA	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);	78	0.0128205128	0.0128205128	0.0256410256	0.9487179487	1066	1145	1954	393	1066	ikea	4	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);	74	0	0	0	1	410.5	NA	NA	NA	410.5	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);	74	0	0	0	1	467	NA	NA	NA	467	ikea	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);	74	0	0	0	1	503	NA	NA	NA	503	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	74	0.1486486486	0.8513513514	0	0	1408	1560	1384	NA	NA	ikea	2	D	TRUE	TRUE	TRUE	FALSE	2	1	2	2	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	63	0	1	0	0	464	NA	464	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	63	0.0317460317	0	0	0.9682539683	751	2951.5	NA	NA	751	ikea	2	D	TRUE	FALSE	FALSE	TRUE	0	0	2	4	0	0	5	1
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	61	0	0	0	1	424	NA	NA	NA	424	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	61	1	0	0	0	755	755	NA	NA	NA	ikea	1	G	TRUE	FALSE	TRUE	FALSE	0	0	1	0	1	6	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	61	1	0	0	0	406	406	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	61	1	0	0	0	408	408	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	61	1	0	0	0	438	438	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);	47	0	0	0	1	448	NA	NA	NA	448	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	47	0.1489361702	0.829787234	0.0212765957	0	1120	994	1142	444	NA	ikea	3	D	TRUE	TRUE	TRUE	FALSE	2	1	2	2	6	3	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);	39	0.0256410256	0.9743589744	0	0	432	1275	428	NA	NA	ikea	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	38	0.0789473684	0	0	0.9210526316	962	2676	NA	NA	918	ikea	2	D	TRUE	FALSE	FALSE	TRUE	0	0	2	4	0	0	5	1
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	35	0	0	0	1	423	NA	NA	NA	423	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	35	1	0	0	0	889	889	NA	NA	NA	ikea	1	G	TRUE	FALSE	TRUE	FALSE	0	0	1	0	1	6	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	35	1	0	0	0	392	392	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	35	1	0	0	0	404	404	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	35	1	0	0	0	439	439	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	11	1	0	0	0	433	433	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	11	1	0	0	0	568	568	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);	11	0	0	0	1	818	NA	NA	NA	818	ikea	1	D	FALSE	TRUE	FALSE	TRUE	2	4	0	0	0	0	5	1
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);	11	0	0	0.0909090909	0.9090909091	392	NA	NA	2577	383	ikea	2	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);	10	0	1	0	0	740	NA	740	NA	NA	ikea	1	G	FALSE	TRUE	TRUE	FALSE	1	1	0	0	1	6	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);	7	1	0	0	0	404	404	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	7	1	0	0	0	487	487	NA	NA	NA	ikea	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);	7	0	0	0	1	954	NA	NA	NA	954	ikea	1	D	FALSE	TRUE	FALSE	TRUE	2	4	0	0	0	0	5	1
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);	7	0	0	0	1	424	NA	NA	NA	424	ikea	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
ikea p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);	7	0	1	0	0	692	NA	692	NA	NA	ikea	1	G	FALSE	TRUE	TRUE	FALSE	1	1	0	0	1	6	0	0
labyrinth3 p(0,0);	126	0	1	0	0	1449	NA	1449	NA	NA	labyrinth3	1	X	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);	126	0	1	0	0	417.5	NA	417.5	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);	126	0	1	0	0	446.5	NA	446.5	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);	126	0	0	0	1	821.5	NA	NA	NA	821.5	labyrinth3	1	O	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	126	0	0	0	1	465.5	NA	NA	NA	465.5	labyrinth3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	126	0	0	0	1	520	NA	NA	NA	520	labyrinth3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	126	0.253968254	0.380952381	0	0.3650793651	1563.5	1280	1504	NA	1656.5	labyrinth3	3	D	TRUE	TRUE	TRUE	TRUE	4	1	2	1	0	0	5	1
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	48	0	1	0	0	445.5	NA	445.5	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	48	0.8541666667	0.1041666667	0.0416666667	0	1124.5	1177	432	1157	NA	labyrinth3	3	O	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);	41	1	0	0	0	408	408	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
