hash	N	probL	probR	probU	probD	rt	rtL	rtR	rtU	rtD	world	actionstaken	square	existsL	existsR	existsU	existsD	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);	13	0	0	0	1	489	NA	NA	NA	489	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	13	1	0	0	0	954	954	NA	NA	NA	lab	1	D	TRUE	FALSE	TRUE	FALSE	0	0	1	1	1	3	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);	13	1	0	0	0	438	438	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	13	0	0.8461538462	0.1538461538	0	719	NA	719	844.5	NA	lab	2	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);	11	0	1	0	0	375	NA	375	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);	11	0.0909090909	0	0.9090909091	0	449	521	NA	416	NA	lab	2	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);	10	0	0	1	0	403	NA	NA	403	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);	10	0	1	0	0	394.5	NA	394.5	NA	NA	lab	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);	10	0	1	0	0	474.5	NA	474.5	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	10	0	0	0	1	746.5	NA	NA	NA	746.5	lab	1	D	TRUE	FALSE	FALSE	TRUE	0	0	4	6	0	0	1	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	10	0	0	1	0	992.5	NA	NA	992.5	NA	lab	1	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);	10	1	0	0	0	403.5	403.5	NA	NA	NA	lab	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);	10	1	0	0	0	381	381	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);	10	0	0	1	0	430	NA	NA	430	NA	lab	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);	10	0	0	1	0	397	NA	NA	397	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);	10	0	0	1	0	461.5	NA	NA	461.5	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);	10	0.6	0.4	0	0	487.5	645	308.5	NA	NA	lab	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);	6	1	0	0	0	393	393	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	0	0	0	1	792	NA	NA	NA	792	lab	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);	6	0	0	0	1	347.5	NA	NA	NA	347.5	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);	11	0	1	0	0	420	NA	420	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	11	0	0	0	1	763	NA	NA	NA	763	lab	1	D	TRUE	FALSE	FALSE	TRUE	0	0	2	3	0	0	1	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	11	0	0	1	0	730	NA	NA	730	NA	lab	1	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);	11	1	0	0	0	394	394	NA	NA	NA	lab	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);	11	1	0	0	0	449	449	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);	11	0	0	0	1	411	NA	NA	NA	411	lab	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);	11	0	0	0	1	440	NA	NA	NA	440	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	11	1	0	0	0	552	552	NA	NA	NA	lab	1	D	TRUE	FALSE	TRUE	FALSE	0	0	1	1	2	6	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);	11	1	0	0	0	448	448	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	11	0	1	0	0	859	NA	859	NA	NA	lab	1	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);	11	0	1	0	0	376	NA	376	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);	11	0	0	1	0	400	NA	NA	400	NA	lab	1	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);	11	0	0	1	0	376	NA	NA	376	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);	11	0	0	1	0	368	NA	NA	368	NA	lab	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);	11	0	0	1	0	416	NA	NA	416	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);	11	0	0	1	0	416	NA	NA	416	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);	11	0.9090909091	0	0.0909090909	0	440	440	NA	478	NA	lab	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);	10	1	0	0	0	534	534	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	10	0	0	0	1	656.5	NA	NA	NA	656.5	lab	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);	10	0	0	0	1	396.5	NA	NA	NA	396.5	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);	6	1	0	0	0	452	452	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	0	0	0	1	822	NA	NA	NA	822	lab	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);	6	0	0	0	1	381	NA	NA	NA	381	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);	125	0	1	0	0	1391	NA	1391	NA	NA	roomG	1	X	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);	126	0	1	0	0	447	NA	447	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);	126	0	1	0	0	473.5	NA	473.5	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);	126	0.0079365079	0	0	0.9920634921	838	238	NA	NA	843	roomG	2	O	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	125	0	0	0	1	453	NA	NA	NA	453	roomG	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	125	0	0	0	1	517	NA	NA	NA	517	roomG	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	125	0.528	0.448	0	0.024	1386	1322.5	1634	NA	1381	roomG	3	D	TRUE	TRUE	TRUE	TRUE	4	1	6	1	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	66	1	0	0	0	437.5	437.5	NA	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	66	0	1	0	0	972.5	NA	972.5	NA	NA	roomG	1	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);	66	0	1	0	0	388.5	NA	388.5	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);	66	0	1	0	0	419	NA	419	NA	NA	roomG	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);	66	0	1	0	0	456.5	NA	456.5	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);	66	0	0	0.696969697	0.303030303	1026.5	NA	NA	1018.5	1081.5	roomG	2	D	TRUE	FALSE	TRUE	TRUE	0	0	0	0	4	0	2	1
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);	46	0	0.6956521739	0.3043478261	0	923	NA	887.5	1114	NA	roomG	2	G	FALSE	TRUE	TRUE	TRUE	1	0	0	0	1	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	32	0	0.96875	0.03125	0	385.5	NA	385	433	NA	roomG	2	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	31	0	0	1	0	343	NA	NA	343	NA	roomG	1	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	56	0.0178571429	0.9821428571	0	0	490.5	1168	487	NA	NA	roomG	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	55	0.0181818182	0	0.7454545455	0.2363636364	1094	5006	NA	1057	1254	roomG	3	D	TRUE	FALSE	TRUE	TRUE	0	0	6	3	4	0	2	1
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	41	0	0.6341463415	0.3658536585	0	1030	NA	984.5	1120	NA	roomG	2	G	FALSE	TRUE	TRUE	TRUE	1	0	0	0	1	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);	15	0	1	0	0	507	NA	507	NA	NA	roomG	1	N	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	15	0	1	0	0	502	NA	502	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	26	0	1	0	0	429.5	NA	429.5	NA	NA	roomG	1	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	26	0	0	1	0	420	NA	NA	420	NA	roomG	1	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);	20	0	0	0	1	383.5	NA	NA	NA	383.5	roomG	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	20	0	0.95	0.05	0	858.5	NA	860	504	NA	roomG	2	D	FALSE	TRUE	TRUE	FALSE	1	1	0	0	4	2	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);	19	0	1	0	0	486	NA	486	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	19	1	0	0	0	920	920	NA	NA	NA	roomG	1	O	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);	19	1	0	0	0	350	350	NA	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);	19	0	0	1	0	325	NA	NA	325	NA	roomG	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);	19	0	0	1	0	352	NA	NA	352	NA	roomG	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	19	0	0	1	0	385	NA	NA	385	NA	roomG	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);	19	0	0.7894736842	0.2105263158	0	686	NA	686	754	NA	roomG	2	G	FALSE	TRUE	TRUE	TRUE	1	0	0	0	1	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);	15	0	1	0	0	324	NA	324	NA	NA	roomG	1	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	15	0	0	1	0	353	NA	NA	353	NA	roomG	1	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);	14	0	1	0	0	424.5	NA	424.5	NA	NA	roomG	1	N	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	14	0	1	0	0	464.5	NA	464.5	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
