world	path	probL	probR	probU	probD	subject_node_path	MCTS_value_L	MCTS_value_R	MCTS_value_U	MCTS_value_D
tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	0.0	0.7142857143000001	0.2857142857	0.0	N7963,N4804,N7264,N1396,N29,N1792	None	0.501572327044025	0.49842767295597507	None
tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	1.0	0.0	0.0	0.0	N7963,N4804,N7264,N1396,N29,N1792,N5642	1.0	None	None	None
tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	0.0	1.0	0.0	0.0	N7963,N4804,N7264,N1396,N6211	None	0.3305426561764891	0.33633269217227263	None
tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	0.0833333333	0.0	0.9166666667	0.0	N7963,N4804,N7264,N1396,N6211,N6795	0.49843748040771413	None	0.5015625195922858	None
tworooms	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	1.0	0.0	0.0	0.0	N7963,N4804,N7264,N1396,N6211,N6795,N4029	1.0	None	None	None
cubicles	p(0,0);	0.0	0.856	0.0	0.14400000000000002	N6501	None	0.4562682028771265	None	0.5437317971228736
cubicles	p(0,0);p(1,0);p(2,0);	0.0	0.6635514019	0.0	0.33644859810000005	N6501,N1441	0.5706319750279848	0.4293680249720152	None	None
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);	0.014084507	0.014084507	0.0	0.9718309859	N6501,N1441,N3648	None	None	None	1.0
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	0.014492753600000003	0.0	0.0	0.9855072464	N6501,N1441,N3648,N9907	None	None	None	1.0
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	0.3823529412	0.6176470588	0.0	0.0	N6501,N1441,N3648,N9907,N1957	0.5273972537999624	0.47260274620003767	None	None
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	0.0	0.0285714286	0.0	0.9714285714	N6501,N1441,N3648,N9907	None	None	None	1.0
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	0.1818181818	0.8181818181999999	0.0	0.0	N6501,N1441,N3648,N9907,N1957	0.5273972537999624	0.47260274620003767	None	None
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	0.0	0.0	0.0	1.0	N6501,N1441,N3648,N9907,N1957,N5779	None	0.49563318875974904	None	0.5043668112402508
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	0.0	0.1666666667	0.8333333333	0.0	N6501,N1441,N3648,N9907,N1957,N5779,N2717	None	None	1.0	None
cubicles	p(0,0);p(0,1);p(0,2);p(0,3);	0.0	1.0	0.0	0.0	N6501,N5931	None	0.4706511046506519	0.5293488953493481	None
cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	0.0	0.0	0.2222222222	0.7777777778	N6501,N5931,N7876	None	None	0.49773515474660457	0.5022648452533953
cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);	0.3571428571	0.6428571429	0.0	0.0	N6501,N5931,N7876,N9254	0.33450835397983547	0.3055739046638048	0.3599177413563596	None
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	0.0	0.1153846154	0.0	0.8846153845999999	N6501,N1441,N3648,N9907,N1957,N5779	None	0.49563318875974904	None	0.5043668112402508
cubicles	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	0.0	0.0	1.0	0.0	N6501,N1441,N3648,N9907,N1957,N5779,N2717	None	None	1.0	None
cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	0.0	0.0	0.0	1.0	N6501,N5931,N7876,N9254,N6499	None	0.3604144329928894	None	0.3256808248237717
cubicles	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	0.0	0.0	1.0	0.0	N6501,N5931,N7876,N9254,N6499,N1112	None	None	0.5247349768039304	None
bunker3	p(0,0);	0.0	1.0	0.0	0.0	N8280	None	1.0	None	None
bunker3	p(0,0);p(1,0);p(2,0);	0.0	0.0	0.0	1.0	N8280,N6231	None	None	None	1.0
bunker3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	0.4682539683	0.5317460317	0.0	0.0	N8280,N6231,N3536	0.5254237238580864	0.47457627614191356	None	None
bunker3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);	0.0	0.2033898305	0.0508474576	0.7457627119	N8280,N6231,N3536,N6108	None	0.4843750028076174	None	0.5156249971923826
bunker3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);	0.0	0.0227272727	0.9772727273	0.0	N8280,N6231,N3536,N6108,N9875	None	None	1.0	None
