world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromRoot	isLeaf	nodeValue
E2Maps/garden	(5,4)	N8529	N2506	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2	7	31	TRUE	12.961538
E2Maps/garden	(2,4)	N559	N5546	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	9	32	TRUE	13.423077
E2Maps/garden	(7,0)	N7301	N5587	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	33	TRUE	12.576923
E2Maps/garden	(7,0)	N9456	N1523	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	33	TRUE	12.730769
E2Maps/garden	(5,4)	N5652	N4428	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	35	TRUE	13.192307
E2Maps/garden	(7,0)	N4822	N37	p(7,2);p(7,1);p(7,0);	8	1	2	29	TRUE	12.730768
E2Maps/garden	(5,4)	N2446	N3253	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	31	TRUE	12.884615
E2Maps/garden	(7,0)	N5990	N3599	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	33	TRUE	12.884615
E2Maps/garden	(2,0)	N2086	N7263	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	8	2	4	28	TRUE	12.5
E2Maps/garden	(2,4)	N4809	N1720	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	8	4	4	28	TRUE	12.807693
E2Maps/garden	(7,0)	N3139	N1317	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	33	TRUE	12.269231
E2Maps/garden	(2,0)	N838	N6922	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	9	38	TRUE	13.192307
E2Maps/garden	(7,0)	N48	N1363	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	33	TRUE	12.576923
E2Maps/garden	(2,4)	N8431	N5047	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	9	38	TRUE	14.576923
E2Maps/garden	(7,0)	N4529	N9410	p(7,2);p(7,1);p(7,0);	8	1	2	29	TRUE	12.26923
E2Maps/garden	(2,0)	N5680	N7872	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	9	34	TRUE	12.884616
E2Maps/garden	(7,0)	N2368	N2416	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	13.115385
E2Maps/garden	(7,0)	N9093	N3758	p(7,2);p(7,1);p(7,0);	8	1	2	29	TRUE	12.576922
E2Maps/garden	(2,4)	N7830	N1541	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	9	34	TRUE	14.269231
E2Maps/garden	(7,0)	N7953	N7053	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	14.192308
E2Maps/garden	(2,0)	N535	N1142	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	8	2	4	28	TRUE	12.653846
E2Maps/garden	(2,4)	N6167	N7565	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	8	4	4	28	TRUE	12.961538
E2Maps/garden	(5,4)	N5310	N2658	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2	7	31	TRUE	12.807693
E2Maps/garden	(2,0)	N4437	N7084	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	7	34	TRUE	13.269231
E2Maps/garden	(5,4)	N3919	N6178	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2	7	31	TRUE	13.115385
E2Maps/garden	(2,4)	N8048	N9322	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	7	34	TRUE	14.346154
E2Maps/garden	(2,0)	N4693	N5566	p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	8	2	4	32	TRUE	13.576923
E2Maps/garden	(2,4)	N2050	N3097	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	8	4	4	32	TRUE	13.884617
E2Maps/garden	(7,0)	N9056	N5501	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	33	TRUE	12.269231
E2Maps/garden	(2,0)	N6819	N6169	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	9	38	TRUE	13.192307
E2Maps/garden	(7,0)	N9118	N8575	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	33	TRUE	12.576923
E2Maps/garden	(2,4)	N2295	N4594	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	9	38	TRUE	14.576923
E2Maps/garden	(7,0)	N4608	N2406	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	33	TRUE	12.423077
E2Maps/garden	(5,4)	N433	N7719	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	35	TRUE	12.884615
E2Maps/garden	(2,0)	N1210	N1007	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	9	38	TRUE	13.346154
E2Maps/garden	(7,0)	N58	N3569	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	13.115385
E2Maps/garden	(2,0)	N3056	N465	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	7	38	TRUE	13.807693
E2Maps/garden	(5,4)	N9960	N5009	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2	7	41	TRUE	14.269231
E2Maps/garden	(7,0)	N6775	N6091	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	33	TRUE	12.730769
E2Maps/garden	(5,4)	N2777	N7837	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	35	TRUE	13.192307
E2Maps/garden	(2,4)	N8076	N5901	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	9	38	TRUE	15.038462
E2Maps/garden	(7,0)	N1171	N9096	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	14.192308
E2Maps/garden	(2,4)	N2482	N7353	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	7	38	TRUE	15.5
E2Maps/garden	(5,4)	N8931	N2086	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2	7	41	TRUE	15.653846
E2Maps/garden	(7,0)	N2917	N2943	p(7,2);p(7,1);p(7,0);	8	1	2	29	TRUE	12.423077
E2Maps/garden	(5,4)	N2245	N2905	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	31	TRUE	12.576923
E2Maps/garden	(7,0)	N6702	N3447	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	33	TRUE	12.576923
E2Maps/garden	(2,0)	N6662	N7061	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	9	34	TRUE	13.038463
E2Maps/garden	(7,0)	N1703	N6481	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	13.269232
E2Maps/garden	(7,0)	N5587	N8146	p(7,2);p(7,1);p(7,0);	8	1	2	35	TRUE	13.576923
E2Maps/garden	(2,0)	N1826	N2997	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	7	34	TRUE	13.192308
E2Maps/garden	(5,4)	N2294	N2782	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2	7	37	TRUE	13.653847
E2Maps/garden	(2,0)	N7086	N7935	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);	8	2	9	38	TRUE	13.500001
E2Maps/garden	(7,0)	N5149	N9513	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	13.269232
E2Maps/garden	(7,0)	N8730	N4951	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	39	TRUE	13.73077
E2Maps/garden	(5,4)	N3588	N7382	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	41	TRUE	14.192307
E2Maps/garden	(7,0)	N5994	N9616	p(7,2);p(7,1);p(7,0);	8	1	2	29	TRUE	12.730768
E2Maps/garden	(5,4)	N9666	N1462	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	31	TRUE	12.884615
E2Maps/garden	(7,0)	N9076	N8772	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	33	TRUE	12.884615
E2Maps/garden	(2,4)	N3816	N1336	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	9	34	TRUE	14.73077
E2Maps/garden	(7,0)	N9422	N4153	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	14.653847
E2Maps/garden	(7,0)	N8209	N2068	p(7,2);p(7,1);p(7,0);	8	1	2	35	TRUE	14.653847
E2Maps/garden	(2,4)	N6137	N2354	p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	7	34	TRUE	14.884616
E2Maps/garden	(5,4)	N2380	N3705	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	8	2	7	37	TRUE	15.038462
E2Maps/garden	(2,4)	N1828	N2564	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	8	4	9	38	TRUE	15.5
E2Maps/garden	(7,0)	N9967	N8529	p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	9	39	TRUE	14.653847
E2Maps/garden	(7,0)	N233	N669	p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	8	1	6	39	TRUE	14.8076935
E2Maps/garden	(5,4)	N5796	N2546	p(7,0);p(7,1);p(7,2);p(6,2);p(5,2);p(5,3);p(5,4);	8	2	6	41	TRUE	15.269231
E2Maps/ikea	(0,0)	N4122	NA	p(0,0);	0	0	0	0	FALSE	0
E2Maps/ikea	(0,3)	N1554	N4122	p(0,0);p(0,1);p(0,2);p(0,3);	1	5	3	3	FALSE	1.0344827
E2Maps/ikea	(3,3)	N653	N1554	p(0,3);p(1,3);p(2,3);p(3,3);	2	5	3	6	FALSE	2.3793101
E2Maps/ikea	(3,5)	N8499	N653	p(3,3);p(3,4);p(3,5);	3	5	2	8	FALSE	4.0689654
E2Maps/ikea	(3,1)	N3408	N653	p(3,3);p(3,2);p(3,1);	3	6	2	8	FALSE	4.4137926
E2Maps/ikea	(5,5)	N5927	N8499	p(3,5);p(4,5);p(5,5);	4	2	2	10	FALSE	4.862069
E2Maps/ikea	(0,5)	N5584	N8499	p(3,5);p(2,5);p(1,5);p(0,5);	4	2	3	11	FALSE	4.9310346
E2Maps/ikea	(3,1)	N641	N8499	p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	4	6	4	12	FALSE	6.931034
E2Maps/ikea	(3,5)	N9782	N3408	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	4	5	4	12	FALSE	6.793103
E2Maps/ikea	(5,7)	N8292	N5927	p(5,5);p(5,6);p(5,7);	5	5	2	12	FALSE	7.448276
E2Maps/ikea	(0,5)	N4998	N5927	p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);	5	2	5	15	FALSE	6
E2Maps/ikea	(3,1)	N971	N5927	p(5,5);p(4,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	5	6	6	16	FALSE	8.551724
E2Maps/ikea	(0,7)	N2007	N5584	p(0,5);p(0,6);p(0,7);	5	5	2	13	FALSE	7.6896553
E2Maps/ikea	(5,5)	N7642	N5584	p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);	5	2	5	16	FALSE	6.137931
E2Maps/ikea	(3,1)	N5099	N5584	p(0,5);p(1,5);p(2,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	5	6	7	18	FALSE	9.034483
E2Maps/ikea	(5,5)	N1318	N641	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	5	2	6	18	FALSE	8.275862
E2Maps/ikea	(0,5)	N5210	N641	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);	5	2	7	19	FALSE	8.344828
E2Maps/ikea	(5,5)	N1616	N9782	p(3,5);p(4,5);p(5,5);	5	2	2	14	FALSE	7.8620687
E2Maps/ikea	(0,5)	N4091	N9782	p(3,5);p(2,5);p(1,5);p(0,5);	5	2	3	15	FALSE	7.931034
E2Maps/ikea	(0,7)	N957	N8292	p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);p(0,7);	6	1	5	17	FALSE	8.068966
E2Maps/ikea	(3,1)	N2072	N8292	p(5,7);p(5,6);p(5,5);p(4,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	6	6	8	20	FALSE	11.965517
E2Maps/ikea	(0,7)	N5225	N4998	p(0,5);p(0,6);p(0,7);	6	4	2	17	FALSE	8.689655
E2Maps/ikea	(3,1)	N9235	N4998	p(0,5);p(1,5);p(2,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	6	6	7	22	FALSE	10.931034
E2Maps/ikea	(0,5)	N4476	N971	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);	6	2	7	23	FALSE	10.24138
E2Maps/ikea	(5,7)	N8004	N971	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	6	5	8	24	FALSE	13.206897
E2Maps/ikea	(5,7)	N733	N2007	p(0,7);p(1,7);p(2,7);p(3,7);p(4,7);p(5,7);	6	1	5	18	FALSE	8.344828
E2Maps/ikea	(3,1)	N1551	N2007	p(0,7);p(0,6);p(0,5);p(1,5);p(2,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	6	6	9	22	FALSE	12.620689
E2Maps/ikea	(5,7)	N8399	N7642	p(5,5);p(5,6);p(5,7);	6	4	2	18	FALSE	8.965517
E2Maps/ikea	(3,1)	N2852	N7642	p(5,5);p(4,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	6	6	6	22	FALSE	11.068966
E2Maps/ikea	(5,5)	N1584	N5099	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	6	2	6	24	FALSE	10.793104
E2Maps/ikea	(0,7)	N726	N5099	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);	6	5	9	27	FALSE	14.206897
E2Maps/ikea	(5,7)	N4976	N1318	p(5,5);p(5,6);p(5,7);	6	5	2	20	FALSE	12.241379
E2Maps/ikea	(0,5)	N8992	N1318	p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);	6	2	5	23	FALSE	9.965517
E2Maps/ikea	(0,7)	N5429	N5210	p(0,5);p(0,6);p(0,7);	6	5	2	21	FALSE	12.4827585
E2Maps/ikea	(5,5)	N7521	N5210	p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);	6	2	5	24	FALSE	10.103449
E2Maps/ikea	(5,7)	N525	N1616	p(5,5);p(5,6);p(5,7);	6	5	2	16	FALSE	11.137931
E2Maps/ikea	(0,5)	N23	N1616	p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);	6	2	5	19	FALSE	9.275862
E2Maps/ikea	(0,7)	N6941	N4091	p(0,5);p(0,6);p(0,7);	6	5	2	17	FALSE	11.37931
E2Maps/ikea	(5,5)	N6861	N4091	p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);	6	2	5	20	FALSE	9.413793
E2Maps/ikea	(3,1)	N4433	N957	p(0,7);p(0,6);p(0,5);p(1,5);p(2,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	7	6	9	26	TRUE	13.827587
E2Maps/ikea	(0,5)	N468	N2072	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);	7	1	7	27	TRUE	12.931034
E2Maps/ikea	(3,1)	N7902	N5225	p(0,7);p(0,6);p(0,5);p(1,5);p(2,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	7	6	9	26	TRUE	14.4482765
E2Maps/ikea	(5,7)	N1476	N9235	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	7	4	8	30	TRUE	15.413793
E2Maps/ikea	(0,7)	N1321	N4476	p(0,5);p(0,6);p(0,7);	7	4	2	25	TRUE	14.034483
E2Maps/ikea	(0,7)	N3817	N8004	p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);p(0,7);	7	1	5	29	TRUE	14.24138
E2Maps/ikea	(3,1)	N3250	N733	p(5,7);p(5,6);p(5,5);p(4,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	7	6	8	26	TRUE	14.103449
E2Maps/ikea	(5,5)	N5841	N1551	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	7	1	6	28	TRUE	13.620689
E2Maps/ikea	(3,1)	N8434	N8399	p(5,7);p(5,6);p(5,5);p(4,5);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);	7	6	8	26	TRUE	14.724138
E2Maps/ikea	(5,7)	N1398	N2852	p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	7	4	8	30	TRUE	15.551724
E2Maps/ikea	(5,7)	N6816	N1584	p(5,5);p(5,6);p(5,7);	7	4	2	26	TRUE	14.724138
E2Maps/ikea	(5,7)	N3202	N726	p(0,7);p(1,7);p(2,7);p(3,7);p(4,7);p(5,7);	7	1	5	32	TRUE	15.344828
E2Maps/ikea	(0,7)	N2677	N4976	p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);p(0,7);	7	1	5	25	TRUE	13.137931
E2Maps/ikea	(0,7)	N8793	N8992	p(0,5);p(0,6);p(0,7);	7	4	2	25	TRUE	13.75862
E2Maps/ikea	(5,7)	N4489	N5429	p(0,7);p(1,7);p(2,7);p(3,7);p(4,7);p(5,7);	7	1	5	26	TRUE	13.413793
E2Maps/ikea	(5,7)	N6517	N7521	p(5,5);p(5,6);p(5,7);	7	4	2	26	TRUE	14.034483
E2Maps/ikea	(0,7)	N2623	N525	p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);p(0,7);	7	1	5	21	TRUE	11.896551
E2Maps/ikea	(0,7)	N9478	N23	p(0,5);p(0,6);p(0,7);	7	4	2	21	TRUE	12.517241
E2Maps/ikea	(5,7)	N2875	N6941	p(0,7);p(1,7);p(2,7);p(3,7);p(4,7);p(5,7);	7	1	5	22	TRUE	12.172413
E2Maps/ikea	(5,7)	N29	N6861	p(5,5);p(5,6);p(5,7);	7	4	2	22	TRUE	12.793103
E2Maps/lab	(0,0)	N5194	NA	p(0,0);	0	0	0	0	FALSE	0
E2Maps/lab	(2,0)	N781	N5194	p(0,0);p(1,0);p(2,0);	1	7	2	2	FALSE	1.68
E2Maps/lab	(2,2)	N1767	N781	p(2,0);p(2,1);p(2,2);	2	5	2	4	FALSE	2.84
E2Maps/lab	(4,2)	N8377	N1767	p(2,2);p(3,2);p(4,2);	3	4	2	6	FALSE	4.04
E2Maps/lab	(0,2)	N3775	N1767	p(2,2);p(1,2);p(0,2);	3	2	2	6	FALSE	3.44
E2Maps/lab	(2,5)	N6215	N1767	p(2,2);p(2,3);p(2,4);p(2,5);	3	2	3	7	FALSE	3.52
E2Maps/lab	(0,2)	N41	N8377	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	4	2	4	10	FALSE	4.96
E2Maps/lab	(2,5)	N6285	N8377	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);	4	2	5	11	FALSE	5.04
E2Maps/lab	(4,2)	N6979	N3775	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	4	4	4	10	FALSE	5.28
E2Maps/lab	(2,5)	N2222	N3775	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);	4	2	5	11	FALSE	4.44
E2Maps/lab	(2,7)	N2855	N6215	p(2,5);p(2,6);p(2,7);	4	2	2	9	FALSE	4.36
E2Maps/lab	(4,5)	N8677	N6215	p(2,5);p(3,5);p(4,5);	4	1	2	9	FALSE	3.92
E2Maps/lab	(4,2)	N9976	N6215	p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	4	4	5	12	FALSE	5.6800003
E2Maps/lab	(0,2)	N9018	N6215	p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	4	2	5	12	FALSE	4.6
E2Maps/lab	(2,5)	N8282	N41	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);	5	2	5	15	FALSE	6.28
E2Maps/lab	(2,7)	N4157	N6285	p(2,5);p(2,6);p(2,7);	5	2	2	13	FALSE	6.2
E2Maps/lab	(4,5)	N4647	N6285	p(2,5);p(3,5);p(4,5);	5	1	2	13	FALSE	5.6
E2Maps/lab	(0,2)	N7889	N6285	p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	5	2	5	16	FALSE	6.44
E2Maps/lab	(2,5)	N7883	N6979	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);	5	2	5	15	FALSE	6.6000004
E2Maps/lab	(2,7)	N311	N2222	p(2,5);p(2,6);p(2,7);	5	2	2	13	FALSE	5.6
E2Maps/lab	(4,5)	N9348	N2222	p(2,5);p(3,5);p(4,5);	5	1	2	13	FALSE	5
E2Maps/lab	(4,2)	N5169	N2222	p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	5	4	5	16	FALSE	7.24
E2Maps/lab	(0,7)	N3865	N2855	p(2,7);p(1,7);p(0,7);	5	1	2	11	FALSE	4.84
E2Maps/lab	(4,5)	N8799	N2855	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	5	1	4	13	FALSE	4.92
E2Maps/lab	(4,2)	N6866	N2855	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	5	4	7	16	FALSE	7.16
E2Maps/lab	(0,2)	N4847	N2855	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	5	2	7	16	FALSE	5.76
E2Maps/lab	(4,6)	N3814	N8677	p(4,5);p(4,6);	5	1	1	10	FALSE	4.36
E2Maps/lab	(2,7)	N8415	N8677	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	5	2	4	13	FALSE	5.08
E2Maps/lab	(4,2)	N7061	N8677	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	5	4	7	16	FALSE	6.7200003
E2Maps/lab	(0,2)	N8437	N8677	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	5	2	7	16	FALSE	5.32
E2Maps/lab	(0,2)	N7044	N9976	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	5	2	4	16	FALSE	7.0800004
E2Maps/lab	(2,7)	N1986	N9976	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	5	2	7	19	FALSE	7.32
E2Maps/lab	(4,5)	N6755	N9976	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	5	1	7	19	FALSE	6.4800005
E2Maps/lab	(4,2)	N2614	N9018	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	5	4	4	16	FALSE	7.3999996
E2Maps/lab	(2,7)	N547	N9018	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	5	2	7	19	FALSE	6.24
E2Maps/lab	(4,5)	N6070	N9018	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	5	1	7	19	FALSE	5.4
E2Maps/lab	(2,7)	N9681	N8282	p(2,5);p(2,6);p(2,7);	6	2	2	17	FALSE	7.76
E2Maps/lab	(4,5)	N9674	N8282	p(2,5);p(3,5);p(4,5);	6	1	2	17	FALSE	7
E2Maps/lab	(0,7)	N3435	N4157	p(2,7);p(1,7);p(0,7);	6	1	2	15	FALSE	6.8399997
E2Maps/lab	(4,5)	N9480	N4157	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	6	1	4	17	FALSE	6.92
E2Maps/lab	(0,2)	N87	N4157	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	7	20	FALSE	7.92
E2Maps/lab	(4,6)	N5961	N4647	p(4,5);p(4,6);	6	1	1	14	FALSE	6.2
E2Maps/lab	(2,7)	N5862	N4647	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	6	2	4	17	FALSE	7.08
E2Maps/lab	(0,2)	N8173	N4647	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	7	20	FALSE	7.3199997
E2Maps/lab	(2,7)	N7741	N7889	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	6	2	7	23	FALSE	8.4
E2Maps/lab	(4,5)	N5816	N7889	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	6	1	7	23	FALSE	7.4
E2Maps/lab	(2,7)	N6751	N7883	p(2,5);p(2,6);p(2,7);	6	2	2	17	FALSE	8.08
E2Maps/lab	(4,5)	N4607	N7883	p(2,5);p(3,5);p(4,5);	6	1	2	17	FALSE	7.3200006
