world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromRoot	isLeaf	nodeValue
E2Maps/lab	(0,7)	N9481	N311	p(2,7);p(1,7);p(0,7);	6	1	2	15	FALSE	6.24
E2Maps/lab	(4,5)	N3142	N311	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	6	1	4	17	FALSE	6.3199997
E2Maps/lab	(4,2)	N8442	N311	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	7	20	FALSE	9.04
E2Maps/lab	(4,6)	N8911	N9348	p(4,5);p(4,6);	6	1	1	14	FALSE	5.6
E2Maps/lab	(2,7)	N2479	N9348	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	6	2	4	17	FALSE	6.48
E2Maps/lab	(4,2)	N3352	N9348	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	7	20	FALSE	8.440001
E2Maps/lab	(2,7)	N3022	N5169	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	6	2	7	23	FALSE	9.2
E2Maps/lab	(4,5)	N2989	N5169	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	6	1	7	23	FALSE	8.2
E2Maps/lab	(4,5)	N4527	N3865	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	6	1	6	17	FALSE	5.5600004
E2Maps/lab	(4,2)	N1781	N3865	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	9	20	FALSE	8.280001
E2Maps/lab	(0,2)	N9473	N3865	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	9	20	FALSE	6.5600004
E2Maps/lab	(4,6)	N6220	N8799	p(4,5);p(4,6);	6	1	1	14	FALSE	5.52
E2Maps/lab	(0,7)	N119	N8799	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	6	1	6	19	FALSE	5.7200003
E2Maps/lab	(4,2)	N9506	N8799	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	7	20	FALSE	8.360001
E2Maps/lab	(0,2)	N2897	N8799	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	7	20	FALSE	6.6400003
E2Maps/lab	(0,2)	N2007	N6866	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	6	2	4	20	FALSE	8.88
E2Maps/lab	(4,5)	N1353	N6866	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	6	1	7	23	FALSE	8.12
E2Maps/lab	(0,7)	N1288	N6866	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	6	1	9	25	FALSE	8.2
E2Maps/lab	(4,2)	N882	N4847	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	6	4	4	20	FALSE	9.200001
E2Maps/lab	(4,5)	N5298	N4847	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	6	1	7	23	FALSE	6.7200003
E2Maps/lab	(0,7)	N687	N4847	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	6	1	9	25	FALSE	6.8
E2Maps/lab	(2,7)	N917	N3814	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	6	2	5	15	FALSE	5.6800003
E2Maps/lab	(4,2)	N8510	N3814	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	8	18	FALSE	7.48
E2Maps/lab	(0,2)	N6759	N3814	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	8	18	FALSE	5.92
E2Maps/lab	(0,7)	N6391	N8415	p(2,7);p(1,7);p(0,7);	6	1	2	15	FALSE	5.72
E2Maps/lab	(4,6)	N7069	N8415	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	6	1	5	18	FALSE	5.84
E2Maps/lab	(4,2)	N8651	N8415	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	7	20	FALSE	8.52
E2Maps/lab	(0,2)	N1728	N8415	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	7	20	FALSE	6.8
E2Maps/lab	(0,2)	N527	N7061	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	6	2	4	20	FALSE	8.440001
E2Maps/lab	(2,7)	N6895	N7061	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	6	2	7	23	FALSE	8.68
E2Maps/lab	(4,6)	N6289	N7061	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	6	1	8	24	FALSE	7.7200003
E2Maps/lab	(4,2)	N2454	N8437	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	6	4	4	20	FALSE	8.76
E2Maps/lab	(2,7)	N4220	N8437	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	6	2	7	23	FALSE	7.28
E2Maps/lab	(4,6)	N144	N8437	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	6	1	8	24	FALSE	6.32
E2Maps/lab	(2,7)	N7839	N7044	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	6	2	7	23	FALSE	9.040001
E2Maps/lab	(4,5)	N9868	N7044	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	6	1	7	23	FALSE	8.04
E2Maps/lab	(0,7)	N5465	N1986	p(2,7);p(1,7);p(0,7);	6	1	2	21	FALSE	8.2
E2Maps/lab	(4,5)	N332	N1986	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	6	1	4	23	FALSE	8.28
E2Maps/lab	(0,2)	N9074	N1986	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	7	26	FALSE	9.52
E2Maps/lab	(4,6)	N2906	N6755	p(4,5);p(4,6);	6	1	1	20	FALSE	7.3200006
E2Maps/lab	(2,7)	N2842	N6755	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	6	2	4	23	FALSE	8.440001
E2Maps/lab	(0,2)	N6326	N6755	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	6	2	7	26	FALSE	8.68
E2Maps/lab	(2,7)	N1958	N2614	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	6	2	7	23	FALSE	9.36
E2Maps/lab	(4,5)	N3064	N2614	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	6	1	7	23	FALSE	8.36
E2Maps/lab	(0,7)	N1863	N547	p(2,7);p(1,7);p(0,7);	6	1	2	21	FALSE	7.12
E2Maps/lab	(4,5)	N8751	N547	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	6	1	4	23	FALSE	7.2
E2Maps/lab	(4,2)	N5144	N547	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	7	26	FALSE	10.639999
E2Maps/lab	(4,6)	N3326	N6070	p(4,5);p(4,6);	6	1	1	20	FALSE	6.2400002
E2Maps/lab	(2,7)	N8448	N6070	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	6	2	4	23	FALSE	7.36
E2Maps/lab	(4,2)	N3735	N6070	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	6	4	7	26	FALSE	9.8
E2Maps/lab	(0,7)	N2204	N9681	p(2,7);p(1,7);p(0,7);	7	1	2	19	FALSE	8.56
E2Maps/lab	(4,5)	N9333	N9681	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	4	21	FALSE	8.64
E2Maps/lab	(4,6)	N1552	N9674	p(4,5);p(4,6);	7	1	1	18	FALSE	7.76
E2Maps/lab	(2,7)	N6568	N9674	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	4	21	FALSE	8.8
E2Maps/lab	(4,5)	N7411	N3435	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	6	21	FALSE	7.72
E2Maps/lab	(0,2)	N5101	N3435	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	9	24	FALSE	8.879999
E2Maps/lab	(4,6)	N8524	N9480	p(4,5);p(4,6);	7	1	1	18	FALSE	7.6800003
E2Maps/lab	(0,7)	N8599	N9480	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	6	23	FALSE	7.88
E2Maps/lab	(0,2)	N6986	N9480	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	24	FALSE	8.96
E2Maps/lab	(4,5)	N6214	N87	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	27	FALSE	9.04
E2Maps/lab	(0,7)	N9643	N87	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	9.12
E2Maps/lab	(2,7)	N1136	N5961	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	5	19	FALSE	7.8399997
E2Maps/lab	(0,2)	N1780	N5961	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	8	22	FALSE	8.08
E2Maps/lab	(0,7)	N2368	N5862	p(2,7);p(1,7);p(0,7);	7	1	2	19	FALSE	7.88
E2Maps/lab	(4,6)	N4872	N5862	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	5	22	FALSE	8
E2Maps/lab	(0,2)	N7265	N5862	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	24	FALSE	9.12
E2Maps/lab	(2,7)	N6201	N8173	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	27	FALSE	9.599999
E2Maps/lab	(4,6)	N2403	N8173	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	8.48
E2Maps/lab	(0,7)	N975	N7741	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	9.44
E2Maps/lab	(4,5)	N396	N7741	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	4	27	FALSE	9.5199995
E2Maps/lab	(4,6)	N5676	N5816	p(4,5);p(4,6);	7	1	1	24	FALSE	8.4
E2Maps/lab	(2,7)	N45	N5816	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	4	27	FALSE	9.68
E2Maps/lab	(0,7)	N9162	N6751	p(2,7);p(1,7);p(0,7);	7	1	2	19	FALSE	8.88
E2Maps/lab	(4,5)	N4446	N6751	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	4	21	FALSE	8.96
E2Maps/lab	(4,6)	N9506	N4607	p(4,5);p(4,6);	7	1	1	18	FALSE	8.080001
E2Maps/lab	(2,7)	N3430	N4607	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	4	21	FALSE	9.120001
E2Maps/lab	(4,5)	N8109	N9481	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	6	21	FALSE	7.12
E2Maps/lab	(4,2)	N8020	N9481	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	9	24	FALSE	10.32
E2Maps/lab	(4,6)	N6749	N3142	p(4,5);p(4,6);	7	1	1	18	FALSE	7.08
E2Maps/lab	(0,7)	N938	N3142	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	6	23	FALSE	7.2799997
E2Maps/lab	(4,2)	N4127	N3142	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	24	FALSE	10.4
E2Maps/lab	(4,5)	N3542	N8442	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	27	FALSE	10.16
E2Maps/lab	(0,7)	N2789	N8442	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	10.24
E2Maps/lab	(2,7)	N3749	N8911	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	5	19	FALSE	7.24
E2Maps/lab	(4,2)	N9655	N8911	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	8	22	FALSE	9.36
E2Maps/lab	(0,7)	N3588	N2479	p(2,7);p(1,7);p(0,7);	7	1	2	19	FALSE	7.28
E2Maps/lab	(4,6)	N9217	N2479	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	5	22	FALSE	7.4
E2Maps/lab	(4,2)	N762	N2479	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	24	FALSE	10.559999
E2Maps/lab	(2,7)	N1923	N3352	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	27	FALSE	10.72
E2Maps/lab	(4,6)	N8426	N3352	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	9.6
E2Maps/lab	(0,7)	N4439	N3022	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	10.24
E2Maps/lab	(4,5)	N3430	N3022	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	4	27	FALSE	10.32
E2Maps/lab	(4,6)	N557	N2989	p(4,5);p(4,6);	7	1	1	24	FALSE	9.2
E2Maps/lab	(2,7)	N7401	N2989	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	4	27	FALSE	10.48
E2Maps/lab	(4,6)	N2282	N4527	p(4,5);p(4,6);	7	1	1	18	FALSE	6.3200006
E2Maps/lab	(4,2)	N5380	N4527	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	24	FALSE	9.64
E2Maps/lab	(0,2)	N2613	N4527	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	24	FALSE	7.6000004
E2Maps/lab	(0,2)	N5994	N1781	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	7	2	4	24	FALSE	10.320001
E2Maps/lab	(4,5)	N7863	N1781	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	27	FALSE	9.400001
E2Maps/lab	(4,2)	N4212	N9473	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	7	4	4	24	FALSE	10.64
E2Maps/lab	(4,5)	N1964	N9473	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	27	FALSE	7.6800003
E2Maps/lab	(0,7)	N49	N6220	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	7	21	FALSE	6.4
E2Maps/lab	(4,2)	N1740	N6220	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	8	22	FALSE	9.28
E2Maps/lab	(0,2)	N8390	N6220	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	8	22	FALSE	7.4
E2Maps/lab	(4,6)	N434	N119	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	7	26	FALSE	6.8
E2Maps/lab	(4,2)	N2339	N119	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	9	28	FALSE	10.440001
E2Maps/lab	(0,2)	N4661	N119	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	9	28	FALSE	8.08
E2Maps/lab	(0,2)	N2517	N9506	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	7	2	4	24	FALSE	10.400001
E2Maps/lab	(4,6)	N9868	N9506	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	9.52
E2Maps/lab	(0,7)	N1112	N9506	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	9.56
E2Maps/lab	(4,2)	N8766	N2897	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	7	4	4	24	FALSE	10.72
E2Maps/lab	(4,6)	N7305	N2897	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	7.8
E2Maps/lab	(0,7)	N1773	N2897	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	7.84
E2Maps/lab	(4,5)	N7031	N2007	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	27	FALSE	10
E2Maps/lab	(0,7)	N2105	N2007	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	10.08
E2Maps/lab	(4,6)	N9332	N1353	p(4,5);p(4,6);	7	1	1	24	FALSE	9.12
E2Maps/lab	(0,7)	N5824	N1353	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	6	29	FALSE	9.32
E2Maps/lab	(0,2)	N1813	N1353	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	30	FALSE	10.639999
E2Maps/lab	(4,5)	N9638	N1288	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	6	31	FALSE	9.48
E2Maps/lab	(0,2)	N3090	N1288	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	9	34	FALSE	11.04
E2Maps/lab	(4,5)	N4287	N882	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	27	FALSE	10.320001
E2Maps/lab	(0,7)	N3492	N882	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	10.400001
E2Maps/lab	(4,6)	N891	N5298	p(4,5);p(4,6);	7	1	1	24	FALSE	7.7200003
E2Maps/lab	(0,7)	N6091	N5298	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	6	29	FALSE	7.92
E2Maps/lab	(4,2)	N9001	N5298	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	30	FALSE	11.76
E2Maps/lab	(4,5)	N9969	N687	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	6	31	FALSE	8.08
E2Maps/lab	(4,2)	N7787	N687	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	9	34	FALSE	12.48
E2Maps/lab	(0,7)	N859	N917	p(2,7);p(1,7);p(0,7);	7	1	2	17	FALSE	6.4000006
E2Maps/lab	(4,2)	N6886	N917	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	22	FALSE	9.440001
E2Maps/lab	(0,2)	N8279	N917	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	22	FALSE	7.5600004
E2Maps/lab	(0,2)	N7250	N8510	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	7	2	4	22	FALSE	9.36
E2Maps/lab	(2,7)	N6599	N8510	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	25	FALSE	9.6
E2Maps/lab	(4,2)	N1112	N6759	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	7	4	4	22	FALSE	9.68
E2Maps/lab	(2,7)	N9381	N6759	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	25	FALSE	8.04
E2Maps/lab	(4,6)	N4046	N6391	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	7	22	FALSE	6.64
E2Maps/lab	(4,2)	N4324	N6391	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	9	24	FALSE	9.799999
E2Maps/lab	(0,2)	N2253	N6391	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	9	24	FALSE	7.7599998
E2Maps/lab	(0,7)	N6551	N7069	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	7	25	FALSE	6.88
E2Maps/lab	(4,2)	N8179	N7069	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	8	26	FALSE	10.24
E2Maps/lab	(0,2)	N663	N7069	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	8	26	FALSE	8.04
E2Maps/lab	(0,2)	N1211	N8651	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	7	2	4	24	FALSE	10.56
E2Maps/lab	(4,6)	N5277	N8651	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	9.68
E2Maps/lab	(0,7)	N559	N8651	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	9.72
E2Maps/lab	(4,2)	N775	N1728	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	7	4	4	24	FALSE	10.88
E2Maps/lab	(4,6)	N1235	N1728	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	7.96
E2Maps/lab	(0,7)	N6118	N1728	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	29	FALSE	8
E2Maps/lab	(2,7)	N3248	N527	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	27	FALSE	10.72
E2Maps/lab	(4,6)	N4082	N527	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	9.6
E2Maps/lab	(0,7)	N4168	N6895	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	9.72
E2Maps/lab	(4,6)	N9856	N6895	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	5	28	FALSE	9.84
E2Maps/lab	(0,2)	N1608	N6895	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	30	FALSE	11.200001
E2Maps/lab	(2,7)	N9612	N6289	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	5	29	FALSE	10.16
E2Maps/lab	(0,2)	N7514	N6289	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	8	32	FALSE	10.400001
E2Maps/lab	(2,7)	N1764	N2454	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	27	FALSE	11.04
E2Maps/lab	(4,6)	N839	N2454	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	28	FALSE	9.92
E2Maps/lab	(0,7)	N5130	N4220	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	8.32
E2Maps/lab	(4,6)	N9497	N4220	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	5	28	FALSE	8.440001
E2Maps/lab	(4,2)	N8950	N4220	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	30	FALSE	12.32
E2Maps/lab	(2,7)	N6740	N144	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	5	29	FALSE	8.76
E2Maps/lab	(4,2)	N3559	N144	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	8	32	FALSE	11.68
E2Maps/lab	(0,7)	N5112	N7839	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	10.080001
E2Maps/lab	(4,5)	N2313	N7839	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	4	27	FALSE	10.160001
E2Maps/lab	(4,6)	N5084	N9868	p(4,5);p(4,6);	7	1	1	24	FALSE	9.04
E2Maps/lab	(2,7)	N1879	N9868	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	4	27	FALSE	10.32
E2Maps/lab	(4,5)	N8536	N5465	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	6	27	FALSE	9.32
E2Maps/lab	(0,2)	N700	N5465	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	9	30	FALSE	10.719999
E2Maps/lab	(4,6)	N538	N332	p(4,5);p(4,6);	7	1	1	24	FALSE	9.28
E2Maps/lab	(0,7)	N6876	N332	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	6	29	FALSE	9.48
E2Maps/lab	(0,2)	N4199	N332	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	30	FALSE	10.799999
E2Maps/lab	(4,5)	N3564	N9074	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	33	FALSE	10.88
