	world	node	child	value	prob	N	hash	dv_0.0	dv_0.01	dv_0.02	dv_0.03	dv_0.04	dv_0.05	dv_0.06	dv_0.07	dv_0.08	dv_0.09	dv_0.1	dv_0.11	dv_0.12	dv_0.13	dv_0.14	dv_0.15	dv_0.16	dv_0.17	dv_0.18	dv_0.19	dv_0.2	dv_0.21	dv_0.22	dv_0.23	dv_0.24	dv_0.25	dv_0.26	dv_0.27	dv_0.28	dv_0.29	dv_0.3	dv_0.31	dv_0.32	dv_0.33	dv_0.34	dv_0.35	dv_0.36	dv_0.37	dv_0.38	dv_0.39	dv_0.4	dv_0.41	dv_0.42	dv_0.43	dv_0.44	dv_0.45	dv_0.46	dv_0.47	dv_0.48	dv_0.49	dv_0.5	dv_0.51	dv_0.52	dv_0.53	dv_0.54	dv_0.55	dv_0.56	dv_0.57	dv_0.58	dv_0.59	dv_0.6	dv_0.61	dv_0.62	dv_0.63	dv_0.64	dv_0.65	dv_0.66	dv_0.67	dv_0.68	dv_0.69	dv_0.7	dv_0.71	dv_0.72	dv_0.73	dv_0.74	dv_0.75	dv_0.76	dv_0.77	dv_0.78	dv_0.79	dv_0.8	dv_0.81	dv_0.82	dv_0.83	dv_0.84	dv_0.85	dv_0.86	dv_0.87	dv_0.88	dv_0.89	dv_0.9	dv_0.91	dv_0.92	dv_0.93	dv_0.94	dv_0.95	dv_0.96	dv_0.97	dv_0.98	dv_0.99
46	labyrinth3	N8858377	N4938213	15.166667000000002	0.6304347826	46	labyrinth3 N8858377	9.333	9.392	9.45	9.508	9.567	9.625	9.683	9.742	9.8	9.858	9.917	9.975	10.033	10.092	10.15	10.208	10.267	10.325	10.383	10.442	10.5	10.558	10.617	10.675	10.733	10.792	10.85	10.908	10.967	11.025	11.083	11.142	11.2	11.258	11.317	11.375	11.433	11.492	11.55	11.608	11.667	11.725	11.783	11.842	11.9	11.958	12.017	12.075	12.133	12.192	12.25	12.308	12.367	12.425	12.483	12.542	12.6	12.658	12.717	12.775	12.833	12.892	12.95	13.008	13.067	13.125	13.183	13.242	13.3	13.358	13.417	13.475	13.533	13.592	13.65	13.708	13.767	13.825	13.883	13.942	14.0	14.058	14.117	14.175	14.233	14.292	14.35	14.408	14.467	14.525	14.583	14.642	14.7	14.758	14.817	14.875	14.933	14.992	15.05	15.108
47	labyrinth3	N8858377	N1078752	16.5	0.36956521740000003	46	labyrinth3 N8858377	4.5	4.62	4.74	4.86	4.98	5.1	5.22	5.34	5.46	5.58	5.7	5.82	5.94	6.06	6.18	6.3	6.42	6.54	6.66	6.78	6.9	7.02	7.14	7.26	7.38	7.5	7.62	7.74	7.86	7.98	8.1	8.22	8.34	8.46	8.58	8.7	8.82	8.94	9.06	9.18	9.3	9.42	9.54	9.66	9.78	9.9	10.02	10.14	10.26	10.38	10.5	10.62	10.74	10.86	10.98	11.1	11.22	11.34	11.46	11.58	11.7	11.82	11.94	12.06	12.18	12.3	12.42	12.54	12.66	12.78	12.9	13.02	13.14	13.26	13.38	13.5	13.62	13.74	13.86	13.98	14.1	14.22	14.34	14.46	14.58	14.7	14.82	14.94	15.06	15.18	15.3	15.42	15.54	15.66	15.78	15.9	16.02	16.14	16.26	16.38
37	labyrinth3	N5316967	N8407469	16.571428	0.3541666667	48	labyrinth3 N5316967	3.857	3.984	4.111	4.239	4.366	4.493	4.62	4.747	4.874	5.001	5.129	5.256	5.383	5.51	5.637	5.764	5.891	6.019	6.146	6.273	6.4	6.527	6.654	6.781	6.909	7.036	7.163	7.29	7.417	7.544	7.671	7.799	7.926	8.053	8.18	8.307	8.434	8.561	8.689	8.816	8.943	9.07	9.197	9.324	9.451	9.579	9.706	9.833	9.96	10.087	10.214	10.341	10.469	10.596	10.723	10.85	10.977	11.104	11.231	11.359	11.486	11.613	11.74	11.867	11.994	12.121	12.249	12.376	12.503	12.63	12.757	12.884	13.011	13.139	13.266	13.393	13.52	13.647	13.774	13.901	14.029	14.156	14.283	14.41	14.537	14.664	14.791	14.919	15.046	15.173	15.3	15.427	15.554	15.681	15.809	15.936	16.063	16.19	16.317	16.444
36	labyrinth3	N5316967	N4592326	14.857142999999999	0.6458333333	48	labyrinth3 N5316967	9.857	9.907	9.957	10.007	10.057	10.107	10.157	10.207	10.257	10.307	10.357	10.407	10.457	10.507	10.557	10.607	10.657	10.707	10.757	10.807	10.857	10.907	10.957	11.007	11.057	11.107	11.157	11.207	11.257	11.307	11.357	11.407	11.457	11.507	11.557	11.607	11.657	11.707	11.757	11.807	11.857	11.907	11.957	12.007	12.057	12.107	12.157	12.207	12.257	12.307	12.357	12.407	12.457	12.507	12.557	12.607	12.657	12.707	12.757	12.807	12.857	12.907	12.957	13.007	13.057	13.107	13.157	13.207	13.257	13.307	13.357	13.407	13.457	13.507	13.557	13.607	13.657	13.707	13.757	13.807	13.857	13.907	13.957	14.007	14.057	14.107	14.157	14.207	14.257	14.307	14.357	14.407	14.457	14.507	14.557	14.607	14.657	14.707	14.757	14.807
18	labyrinth3	N8899359	N7730376	14.545454000000001	0.253968254	126	labyrinth3 N8899359	1.727	1.855	1.984	2.112	2.24	2.368	2.496	2.625	2.753	2.881	3.009	3.137	3.265	3.394	3.522	3.65	3.778	3.906	4.035	4.163	4.291	4.419	4.547	4.675	4.804	4.932	5.06	5.188	5.316	5.445	5.573	5.701	5.829	5.957	6.085	6.214	6.342	6.47	6.598	6.726	6.855	6.983	7.111	7.239	7.367	7.495	7.624	7.752	7.88	8.008	8.136	8.265	8.393	8.521	8.649	8.777	8.905	9.034	9.162	9.29	9.418	9.546	9.675	9.803	9.931	10.059	10.187	10.315	10.444	10.572	10.7	10.828	10.956	11.085	11.213	11.341	11.469	11.597	11.725	11.854	11.982	12.11	12.238	12.366	12.495	12.623	12.751	12.879	13.007	13.135	13.264	13.392	13.52	13.648	13.776	13.905	14.033	14.161	14.289	14.417
16	labyrinth3	N8899359	N8858377	12.727272	0.3650793651	126	labyrinth3 N8899359	4.455	4.537	4.62	4.703	4.785	4.868	4.951	5.034	5.116	5.199	5.282	5.365	5.447	5.53	5.613	5.695	5.778	5.861	5.944	6.026	6.109	6.192	6.275	6.357	6.44	6.523	6.605	6.688	6.771	6.854	6.936	7.019	7.102	7.185	7.267	7.35	7.433	7.515	7.598	7.681	7.764	7.846	7.929	8.012	8.095	8.177	8.26	8.343	8.425	8.508	8.591	8.674	8.756	8.839	8.922	9.005	9.087	9.17	9.253	9.335	9.418	9.501	9.584	9.666	9.749	9.832	9.915	9.997	10.08	10.163	10.245	10.328	10.411	10.494	10.576	10.659	10.742	10.825	10.907	10.99	11.073	11.155	11.238	11.321	11.404	11.486	11.569	11.652	11.735	11.817	11.9	11.983	12.065	12.148	12.231	12.314	12.396	12.479	12.562	12.645
92	library	N9747004	N8680754	19.0	1.0	36	library N9747004	7.75	7.862	7.975	8.088	8.2	8.312	8.425	8.538	8.65	8.762	8.875	8.988	9.1	9.212	9.325	9.438	9.55	9.662	9.775	9.888	10.0	10.112	10.225	10.338	10.45	10.562	10.675	10.788	10.9	11.012	11.125	11.238	11.35	11.462	11.575	11.688	11.8	11.912	12.025	12.138	12.25	12.362	12.475	12.588	12.7	12.812	12.925	13.038	13.15	13.262	13.375	13.488	13.6	13.712	13.825	13.938	14.05	14.163	14.275	14.388	14.5	14.612	14.725	14.838	14.95	15.062	15.175	15.288	15.4	15.513	15.625	15.738	15.85	15.962	16.075	16.188	16.3	16.412	16.525	16.638	16.75	16.862	16.975	17.088	17.2	17.312	17.425	17.538	17.65	17.762	17.875	17.988	18.1	18.212	18.325	18.438	18.55	18.662	18.775	18.888
93	library	N9747004	N1647237	24.0	0.0	36	library N9747004	10.25	10.388	10.525	10.662	10.8	10.938	11.075	11.212	11.35	11.488	11.625	11.762	11.9	12.038	12.175	12.312	12.45	12.588	12.725	12.862	13.0	13.138	13.275	13.412	13.55	13.688	13.825	13.962	14.1	14.238	14.375	14.512	14.65	14.788	14.925	15.062	15.2	15.338	15.475	15.612	15.75	15.888	16.025	16.163	16.3	16.438	16.575	16.712	16.85	16.988	17.125	17.262	17.4	17.538	17.675	17.812	17.95	18.088	18.225	18.362	18.5	18.638	18.775	18.912	19.05	19.188	19.325	19.462	19.6	19.738	19.875	20.012	20.15	20.288	20.425	20.562	20.7	20.838	20.975	21.112	21.25	21.388	21.525	21.662	21.8	21.938	22.075	22.212	22.35	22.488	22.625	22.763	22.9	23.038	23.175	23.312	23.45	23.588	23.725	23.862
53	library	N2272684	N4522484	16.166666	0.4814814815	27	library N2272684	3.833	3.957	4.08	4.203	4.327	4.45	4.573	4.697	4.82	4.943	5.067	5.19	5.313	5.437	5.56	5.683	5.807	5.93	6.053	6.177	6.3	6.423	6.547	6.67	6.793	6.917	7.04	7.163	7.287	7.41	7.533	7.657	7.78	7.903	8.027	8.15	8.273	8.397	8.52	8.643	8.767	8.89	9.013	9.137	9.26	9.383	9.507	9.63	9.753	9.877	10.0	10.123	10.247	10.37	10.493	10.617	10.74	10.863	10.987	11.11	11.233	11.357	11.48	11.603	11.727	11.85	11.973	12.097	12.22	12.343	12.467	12.59	12.713	12.837	12.96	13.083	13.207	13.33	13.453	13.577	13.7	13.823	13.947	14.07	14.193	14.317	14.44	14.563	14.687	14.81	14.933	15.057	15.18	15.303	15.427	15.55	15.673	15.797	15.92	16.043
91	library	N5610265	N1352798	20.0	1.0	1	library N5610265	9.25	9.358	9.465	9.572	9.68	9.788	9.895	10.002	10.11	10.218	10.325	10.433	10.54	10.648	10.755	10.862	10.97	11.078	11.185	11.292	11.4	11.508	11.615	11.722	11.83	11.938	12.045	12.152	12.26	12.368	12.475	12.582	12.69	12.798	12.905	13.012	13.12	13.228	13.335	13.442	13.55	13.658	13.765	13.872	13.98	14.088	14.195	14.302	14.41	14.518	14.625	14.732	14.84	14.948	15.055	15.163	15.27	15.378	15.485	15.592	15.7	15.808	15.915	16.022	16.13	16.238	16.345	16.452	16.56	16.668	16.775	16.882	16.99	17.098	17.205	17.312	17.42	17.528	17.635	17.742	17.85	17.958	18.065	18.172	18.28	18.388	18.495	18.602	18.71	18.818	18.925	19.032	19.14	19.248	19.355	19.462	19.57	19.678	19.785	19.892
90	library	N5610265	N7608419	19.0	0.0	1	library N5610265	8.75	8.852	8.955	9.058	9.16	9.262	9.365	9.468	9.57	9.672	9.775	9.878	9.98	10.082	10.185	10.288	10.39	10.492	10.595	10.698	10.8	10.902	11.005	11.108	11.21	11.312	11.415	11.518	11.62	11.722	11.825	11.928	12.03	12.132	12.235	12.338	12.44	12.542	12.645	12.748	12.85	12.952	13.055	13.157	13.26	13.362	13.465	13.567	13.67	13.772	13.875	13.978	14.08	14.183	14.285	14.388	14.49	14.593	14.695	14.798	14.9	15.002	15.105	15.208	15.31	15.413	15.515	15.618	15.72	15.823	15.925	16.028	16.13	16.233	16.335	16.438	16.54	16.642	16.745	16.848	16.95	17.053	17.155	17.258	17.36	17.462	17.565	17.668	17.77	17.873	17.975	18.078	18.18	18.282	18.385	18.488	18.59	18.692	18.795	18.898
55	library	N2272684	N1620555	22.166666	0.0	27	library N2272684	5.5	5.667	5.833	6.0	6.167	6.333	6.5	6.667	6.833	7.0	7.167	7.333	7.5	7.667	7.833	8.0	8.167	8.333	8.5	8.667	8.833	9.0	9.167	9.333	9.5	9.667	9.833	10.0	10.167	10.333	10.5	10.667	10.833	11.0	11.167	11.333	11.5	11.667	11.833	12.0	12.167	12.333	12.5	12.667	12.833	13.0	13.167	13.333	13.5	13.667	13.833	14.0	14.167	14.333	14.5	14.667	14.833	15.0	15.167	15.333	15.5	15.667	15.833	16.0	16.167	16.333	16.5	16.667	16.833	17.0	17.167	17.333	17.5	17.667	17.833	18.0	18.167	18.333	18.5	18.667	18.833	19.0	19.167	19.333	19.5	19.667	19.833	20.0	20.167	20.333	20.5	20.667	20.833	21.0	21.167	21.333	21.5	21.667	21.833	22.0
54	library	N2272684	N9747004	16.833332000000002	0.5185185185	27	library N2272684	4.167	4.293	4.42	4.547	4.673	4.8	4.927	5.053	5.18	5.307	5.433	5.56	5.687	5.813	5.94	6.067	6.193	6.32	6.447	6.573	6.7	6.827	6.953	7.08	7.207	7.333	7.46	7.587	7.713	7.84	7.967	8.093	8.22	8.347	8.473	8.6	8.727	8.853	8.98	9.107	9.233	9.36	9.487	9.613	9.74	9.867	9.993	10.12	10.247	10.373	10.5	10.627	10.753	10.88	11.007	11.133	11.26	11.387	11.513	11.64	11.767	11.893	12.02	12.147	12.273	12.4	12.527	12.653	12.78	12.907	13.033	13.16	13.287	13.413	13.54	13.667	13.793	13.92	14.047	14.173	14.3	14.427	14.553	14.68	14.807	14.933	15.06	15.187	15.313	15.44	15.567	15.693	15.82	15.947	16.073	16.2	16.327	16.453	16.58	16.707
39	library	N2153380	N3287714	16.0	0.2244897959	98	library N2153380	7.25	7.338	7.425	7.512	7.6	7.688	7.775	7.862	7.95	8.038	8.125	8.212	8.3	8.388	8.475	8.562	8.65	8.738	8.825	8.912	9.0	9.088	9.175	9.262	9.35	9.438	9.525	9.612	9.7	9.788	9.875	9.962	10.05	10.138	10.225	10.312	10.4	10.488	10.575	10.662	10.75	10.838	10.925	11.012	11.1	11.188	11.275	11.362	11.45	11.538	11.625	11.712	11.8	11.888	11.975	12.062	12.15	12.238	12.325	12.412	12.5	12.587	12.675	12.762	12.85	12.938	13.025	13.112	13.2	13.288	13.375	13.462	13.55	13.638	13.725	13.812	13.9	13.988	14.075	14.163	14.25	14.338	14.425	14.513	14.6	14.688	14.775	14.862	14.95	15.038	15.125	15.212	15.3	15.388	15.475	15.562	15.65	15.737	15.825	15.912
38	library	N2153380	N4822267	15.0	0.7755102040999999	98	library N2153380	6.75	6.832	6.915	6.998	7.08	7.162	7.245	7.328	7.41	7.492	7.575	7.658	7.74	7.822	7.905	7.988	8.07	8.152	8.235	8.318	8.4	8.482	8.565	8.648	8.73	8.812	8.895	8.978	9.06	9.142	9.225	9.308	9.39	9.472	9.555	9.638	9.72	9.802	9.885	9.968	10.05	10.132	10.215	10.298	10.38	10.462	10.545	10.628	10.71	10.792	10.875	10.958	11.04	11.122	11.205	11.288	11.37	11.452	11.535	11.618	11.7	11.782	11.865	11.948	12.03	12.112	12.195	12.278	12.36	12.442	12.525	12.608	12.69	12.772	12.855	12.938	13.02	13.102	13.185	13.268	13.35	13.433	13.515	13.598	13.68	13.762	13.845	13.928	14.01	14.093	14.175	14.258	14.34	14.422	14.505	14.588	14.67	14.752	14.835	14.918
28	library	N6857034	N54623	16.454544	0.0357142857	28	library N6857034	1.909	2.055	2.2	2.345	2.491	2.636	2.782	2.927	3.073	3.218	3.364	3.509	3.655	3.8	3.945	4.091	4.236	4.382	4.527	4.673	4.818	4.964	5.109	5.255	5.4	5.545	5.691	5.836	5.982	6.127	6.273	6.418	6.564	6.709	6.855	7.0	7.145	7.291	7.436	7.582	7.727	7.873	8.018	8.164	8.309	8.455	8.6	8.745	8.891	9.036	9.182	9.327	9.473	9.618	9.764	9.909	10.055	10.2	10.345	10.491	10.636	10.782	10.927	11.073	11.218	11.364	11.509	11.655	11.8	11.945	12.091	12.236	12.382	12.527	12.673	12.818	12.964	13.109	13.255	13.4	13.545	13.691	13.836	13.982	14.127	14.273	14.418	14.564	14.709	14.855	15.0	15.145	15.291	15.436	15.582	15.727	15.873	16.018	16.164	16.309
8	library	N9553169	N7453865	11.666667	0.7777777778	126	library N9553169	0.867	0.975	1.083	1.191	1.299	1.407	1.515	1.623	1.731	1.839	1.947	2.055	2.163	2.271	2.379	2.487	2.595	2.703	2.811	2.919	3.027	3.135	3.243	3.351	3.459	3.567	3.675	3.783	3.891	3.999	4.107	4.215	4.323	4.431	4.539	4.647	4.755	4.863	4.971	5.079	5.187	5.295	5.403	5.511	5.619	5.727	5.835	5.943	6.051	6.159	6.267	6.375	6.483	6.591	6.699	6.807	6.915	7.023	7.131	7.239	7.347	7.455	7.563	7.671	7.779	7.887	7.995	8.103	8.211	8.319	8.427	8.535	8.643	8.751	8.859	8.967	9.075	9.183	9.291	9.399	9.507	9.615	9.723	9.831	9.939	10.047	10.155	10.263	10.371	10.479	10.587	10.695	10.803	10.911	11.019	11.127	11.235	11.343	11.451	11.559
27	library	N6857034	N2272684	13.727272	0.9642857143000001	28	library N6857034	4.909	4.997	5.085	5.174	5.262	5.35	5.438	5.526	5.615	5.703	5.791	5.879	5.967	6.055	6.144	6.232	6.32	6.408	6.496	6.585	6.673	6.761	6.849	6.937	7.025	7.114	7.202	7.29	7.378	7.466	7.555	7.643	7.731	7.819	7.907	7.995	8.084	8.172	8.26	8.348	8.436	8.525	8.613	8.701	8.789	8.877	8.965	9.054	9.142	9.23	9.318	9.406	9.495	9.583	9.671	9.759	9.847	9.935	10.024	10.112	10.2	10.288	10.376	10.465	10.553	10.641	10.729	10.817	10.905	10.994	11.082	11.17	11.258	11.346	11.435	11.523	11.611	11.699	11.787	11.875	11.964	12.052	12.14	12.228	12.316	12.405	12.493	12.581	12.669	12.757	12.845	12.934	13.022	13.11	13.198	13.286	13.375	13.463	13.551	13.639
9	library	N9553169	N6857034	12.066667	0.22222222219999999	126	library N9553169	2.0	2.101	2.201	2.302	2.403	2.503	2.604	2.705	2.805	2.906	3.007	3.107	3.208	3.309	3.409	3.51	3.611	3.711	3.812	3.913	4.013	4.114	4.215	4.315	4.416	4.517	4.617	4.718	4.819	4.919	5.02	5.121	5.221	5.322	5.423	5.523	5.624	5.725	5.825	5.926	6.027	6.127	6.228	6.329	6.429	6.53	6.631	6.731	6.832	6.933	7.033	7.134	7.235	7.335	7.436	7.537	7.637	7.738	7.839	7.939	8.04	8.141	8.241	8.342	8.443	8.543	8.644	8.745	8.845	8.946	9.047	9.147	9.248	9.349	9.449	9.55	9.651	9.751	9.852	9.953	10.053	10.154	10.255	10.355	10.456	10.557	10.657	10.758	10.859	10.959	11.06	11.161	11.261	11.362	11.463	11.563	11.664	11.765	11.865	11.966
197	museum	N8235434	N1421546	26.25	0.0	1	museum N8235434	12.0	12.142	12.285	12.428	12.57	12.712	12.855	12.998	13.14	13.282	13.425	13.568	13.71	13.852	13.995	14.138	14.28	14.422	14.565	14.708	14.85	14.992	15.135	15.278	15.42	15.562	15.705	15.848	15.99	16.132	16.275	16.418	16.56	16.702	16.845	16.988	17.13	17.272	17.415	17.558	17.7	17.842	17.985	18.127	18.27	18.412	18.555	18.698	18.84	18.982	19.125	19.268	19.41	19.553	19.695	19.838	19.98	20.123	20.265	20.408	20.55	20.692	20.835	20.978	21.12	21.263	21.405	21.548	21.69	21.833	21.975	22.118	22.26	22.402	22.545	22.688	22.83	22.972	23.115	23.258	23.4	23.542	23.685	23.828	23.97	24.112	24.255	24.398	24.54	24.682	24.825	24.968	25.11	25.252	25.395	25.538	25.68	25.822	25.965	26.108
66	museum	N8999294	N7239905	19.785715	0.0107526882	93	museum N8999294	3.429	3.592	3.756	3.919	4.083	4.246	4.41	4.574	4.737	4.901	5.064	5.228	5.391	5.555	5.719	5.882	6.046	6.209	6.373	6.536	6.7	6.864	7.027	7.191	7.354	7.518	7.681	7.845	8.009	8.172	8.336	8.499	8.663	8.826	8.99	9.154	9.317	9.481	9.644	9.808	9.971	10.135	10.299	10.462	10.626	10.789	10.953	11.116	11.28	11.444	11.607	11.771	11.934	12.098	12.261	12.425	12.589	12.752	12.916	13.079	13.243	13.406	13.57	13.734	13.897	14.061	14.224	14.388	14.551	14.715	14.879	15.042	15.206	15.369	15.533	15.696	15.86	16.024	16.187	16.351	16.514	16.678	16.841	17.005	17.169	17.332	17.496	17.659	17.823	17.986	18.15	18.314	18.477	18.641	18.804	18.968	19.131	19.295	19.459	19.622
65	museum	N8999294	N3878259	17.5	0.3333333333	93	museum N8999294	2.857	3.004	3.15	3.296	3.443	3.589	3.736	3.882	4.029	4.175	4.321	4.468	4.614	4.761	4.907	5.054	5.2	5.346	5.493	5.639	5.786	5.932	6.079	6.225	6.371	6.518	6.664	6.811	6.957	7.104	7.25	7.396	7.543	7.689	7.836	7.982	8.129	8.275	8.421	8.568	8.714	8.861	9.007	9.154	9.3	9.446	9.593	9.739	9.886	10.032	10.179	10.325	10.471	10.618	10.764	10.911	11.057	11.204	11.35	11.496	11.643	11.789	11.936	12.082	12.229	12.375	12.521	12.668	12.814	12.961	13.107	13.254	13.4	13.546	13.693	13.839	13.986	14.132	14.279	14.425	14.571	14.718	14.864	15.011	15.157	15.304	15.45	15.596	15.743	15.889	16.036	16.182	16.329	16.475	16.621	16.768	16.914	17.061	17.207	17.354
64	museum	N8999294	N3583653	16.928572	0.6559139785	93	museum N8999294	1.071	1.23	1.389	1.547	1.706	1.864	2.023	2.181	2.34	2.499	2.657	2.816	2.974	3.133	3.291	3.45	3.609	3.767	3.926	4.084	4.243	4.401	4.56	4.719	4.877	5.036	5.194	5.353	5.511	5.67	5.829	5.987	6.146	6.304	6.463	6.621	6.78	6.939	7.097	7.256	7.414	7.573	7.731	7.89	8.049	8.207	8.366	8.524	8.683	8.841	9.0	9.159	9.317	9.476	9.634	9.793	9.951	10.11	10.269	10.427	10.586	10.744	10.903	11.061	11.22	11.379	11.537	11.696	11.854	12.013	12.171	12.33	12.489	12.647	12.806	12.964	13.123	13.281	13.44	13.599	13.757	13.916	14.074	14.233	14.391	14.55	14.709	14.867	15.026	15.184	15.343	15.501	15.66	15.819	15.977	16.136	16.294	16.453	16.611	16.77
183	museum	N2723957	N3515934	26.5	0.0	6	museum N2723957	11.75	11.898	12.045	12.192	12.34	12.488	12.635	12.782	12.93	13.078	13.225	13.372	13.52	13.668	13.815	13.962	14.11	14.258	14.405	14.552	14.7	14.848	14.995	15.142	15.29	15.438	15.585	15.732	15.88	16.028	16.175	16.322	16.47	16.618	16.765	16.912	17.06	17.208	17.355	17.502	17.65	17.798	17.945	18.092	18.24	18.388	18.535	18.682	18.83	18.978	19.125	19.272	19.42	19.568	19.715	19.862	20.01	20.158	20.305	20.452	20.6	20.748	20.895	21.042	21.19	21.338	21.485	21.632	21.78	21.928	22.075	22.222	22.37	22.518	22.665	22.812	22.96	23.108	23.255	23.402	23.55	23.698	23.845	23.992	24.14	24.288	24.435	24.582	24.73	24.877	25.025	25.172	25.32	25.468	25.615	25.763	25.91	26.057	26.205	26.352
196	museum	N8235434	N9086861	25.25	1.0	1	museum N8235434	5.375	5.574	5.772	5.971	6.17	6.369	6.568	6.766	6.965	7.164	7.363	7.561	7.76	7.959	8.158	8.356	8.555	8.754	8.952	9.151	9.35	9.549	9.748	9.946	10.145	10.344	10.542	10.741	10.94	11.139	11.337	11.536	11.735	11.934	12.132	12.331	12.53	12.729	12.928	13.126	13.325	13.524	13.722	13.921	14.12	14.319	14.518	14.716	14.915	15.114	15.312	15.511	15.71	15.909	16.108	16.306	16.505	16.704	16.902	17.101	17.3	17.499	17.697	17.896	18.095	18.294	18.492	18.691	18.89	19.089	19.288	19.486	19.685	19.884	20.082	20.281	20.48	20.679	20.877	21.076	21.275	21.474	21.672	21.871	22.07	22.269	22.468	22.666	22.865	23.064	23.263	23.461	23.66	23.859	24.058	24.256	24.455	24.654	24.852	25.051
205	museum	N4708138	N3592924	31.5	0.0	2	museum N4708138	13.75	13.928	14.105	14.282	14.46	14.638	14.815	14.992	15.17	15.348	15.525	15.702	15.88	16.058	16.235	16.412	16.59	16.768	16.945	17.122	17.3	17.478	17.655	17.832	18.01	18.188	18.365	18.542	18.72	18.898	19.075	19.252	19.43	19.608	19.785	19.962	20.14	20.318	20.495	20.672	20.85	21.028	21.205	21.382	21.56	21.738	21.915	22.092	22.27	22.447	22.625	22.803	22.98	23.158	23.335	23.513	23.69	23.868	24.045	24.222	24.4	24.578	24.755	24.932	25.11	25.288	25.465	25.642	25.82	25.998	26.175	26.352	26.53	26.708	26.885	27.062	27.24	27.418	27.595	27.772	27.95	28.128	28.305	28.482	28.66	28.838	29.015	29.193	29.37	29.548	29.725	29.902	30.08	30.258	30.435	30.612	30.79	30.968	31.145	31.322
204	museum	N4708138	N8137719	27.5	1.0	2	museum N4708138	11.75	11.908	12.065	12.222	12.38	12.538	12.695	12.852	13.01	13.168	13.325	13.482	13.64	13.798	13.955	14.112	14.27	14.428	14.585	14.742	14.9	15.058	15.215	15.372	15.53	15.688	15.845	16.003	16.16	16.317	16.475	16.632	16.79	16.948	17.105	17.262	17.42	17.578	17.735	17.892	18.05	18.208	18.365	18.522	18.68	18.838	18.995	19.152	19.31	19.468	19.625	19.782	19.94	20.098	20.255	20.412	20.57	20.728	20.885	21.042	21.2	21.358	21.515	21.672	21.83	21.988	22.145	22.303	22.46	22.618	22.775	22.932	23.09	23.248	23.405	23.562	23.72	23.877	24.035	24.193	24.35	24.508	24.665	24.822	24.98	25.138	25.295	25.452	25.61	25.768	25.925	26.083	26.24	26.398	26.555	26.712	26.87	27.028	27.185	27.342
29	museum	N599523	N8999294	14.368422	0.7380952381	126	museum N599523	1.895	2.019	2.144	2.269	2.394	2.518	2.643	2.768	2.893	3.017	3.142	3.267	3.392	3.516	3.641	3.766	3.891	4.015	4.14	4.265	4.389	4.514	4.639	4.764	4.888	5.013	5.138	5.263	5.387	5.512	5.637	5.762	5.886	6.011	6.136	6.261	6.385	6.51	6.635	6.759	6.884	7.009	7.134	7.258	7.383	7.508	7.633	7.757	7.882	8.007	8.132	8.256	8.381	8.506	8.631	8.755	8.88	9.005	9.129	9.254	9.379	9.504	9.628	9.753	9.878	10.003	10.127	10.252	10.377	10.502	10.626	10.751	10.876	11.001	11.125	11.25	11.375	11.499	11.624	11.749	11.874	11.998	12.123	12.248	12.373	12.497	12.622	12.747	12.872	12.996	13.121	13.246	13.371	13.495	13.62	13.745	13.869	13.994	14.119	14.244
30	museum	N599523	N1035050	15.736841	0.2619047619	126	museum N599523	1.684	1.825	1.965	2.106	2.246	2.387	2.527	2.668	2.808	2.949	3.089	3.23	3.371	3.511	3.652	3.792	3.933	4.073	4.214	4.354	4.495	4.635	4.776	4.916	5.057	5.197	5.338	5.478	5.619	5.759	5.9	6.041	6.181	6.322	6.462	6.603	6.743	6.884	7.024	7.165	7.305	7.446	7.586	7.727	7.867	8.008	8.148	8.289	8.429	8.57	8.711	8.851	8.992	9.132	9.273	9.413	9.554	9.694	9.835	9.975	10.116	10.256	10.397	10.537	10.678	10.818	10.959	11.099	11.24	11.381	11.521	11.662	11.802	11.943	12.083	12.224	12.364	12.505	12.645	12.786	12.926	13.067	13.207	13.348	13.488	13.629	13.769	13.91	14.051	14.191	14.332	14.472	14.613	14.753	14.894	15.034	15.175	15.315	15.456	15.596
182	museum	N2723957	N7639406	24.5	1.0	6	museum N2723957	10.75	10.888	11.025	11.162	11.3	11.438	11.575	11.712	11.85	11.988	12.125	12.262	12.4	12.538	12.675	12.812	12.95	13.088	13.225	13.362	13.5	13.638	13.775	13.912	14.05	14.188	14.325	14.462	14.6	14.738	14.875	15.012	15.15	15.288	15.425	15.562	15.7	15.838	15.975	16.112	16.25	16.388	16.525	16.662	16.8	16.938	17.075	17.212	17.35	17.488	17.625	17.762	17.9	18.038	18.175	18.312	18.45	18.588	18.725	18.862	19.0	19.138	19.275	19.412	19.55	19.688	19.825	19.962	20.1	20.238	20.375	20.512	20.65	20.788	20.925	21.062	21.2	21.338	21.475	21.612	21.75	21.888	22.025	22.162	22.3	22.438	22.575	22.712	22.85	22.988	23.125	23.263	23.4	23.538	23.675	23.812	23.95	24.088	24.225	24.362
